,0,1,2
3005,0.013955930869,4.59386531371e-20,0.132477207452
3006,0.00824920870178,0.0253358268376,0.0281089005322
3007,0.0130287194432,0.00146246730465,0.0345670037855
3008,4.20208270971e-20,0.00954652849606,0.0380458112189
3010,4.20208270971e-20,4.59386531371e-20,0.01207703078
3011,4.20208270971e-20,0.0265853208947,0.013908291029
3014,0.0953328343612,0.015763155122,4.29496764371e-20
3016,0.0355080995439,4.59386531371e-20,0.00561182624882
3018,4.20208270971e-20,0.0125754797359,0.0141299058374
3019,0.000365283135868,0.000564217867665,0.0543583106112
3020,4.20208270971e-20,0.00341743808328,0.015058407339
3022,0.0661184325148,4.59386531371e-20,0.00303183497606
3023,0.0281344635874,0.00279930235888,0.00310129520002
3024,0.0143581899549,0.00355138448256,0.00190487614883
3025,4.20208270971e-20,0.0230351933434,0.00517378104685
3026,0.0111140312889,0.0356097518292,4.29496764371e-20
3027,0.0351994722564,6.79090427215e-09,0.0106016870816
3028,0.00502791597958,5.67351690368e-11,0.0103199678837
3029,0.0229562873708,0.000101242678628,0.00420148207037
3030,0.0677098814797,4.49801562989e-14,0.0222333257017
3031,0.0274179860543,0.111082908055,0.0100472587955
3032,0.00584266582529,0.0087796821075,0.0450137575602
3033,0.00536608965856,4.59386531371e-20,0.0117294069259
3034,4.20208270971e-20,0.0768203252964,0.0199173123602
3035,0.00128028480197,1.52898478879e-05,0.0754388150083
3036,0.0149201821928,2.04181023871e-19,0.0011784483827
3037,0.0188752391146,4.59386531371e-20,0.000957854125401
3038,0.0233041790285,0.0467446193873,0.00649285236975
3040,0.000333811315457,0.0116929428291,0.003090151365
3042,0.0618479470744,0.0319140915204,4.29496764371e-20
3045,0.000108520071405,0.00369815623976,0.00076329936233
3046,0.0122645629431,4.59386531371e-20,0.0102996078673
3047,4.20208270971e-20,0.0677793858792,0.00844357388955
3048,0.0502235920301,0.00834340258442,0.00146196919128
3049,0.0235404690517,0.0491233174257,8.92770024683e-06
3051,0.0106601119862,0.00740811831422,0.0295434508253
3052,0.000525314261226,0.0282522277724,0.019488085456
3054,0.00925754037384,0.00272220786981,4.29496764371e-20
3055,0.01711893408,0.0781155798345,4.29496764371e-20
3056,4.20208270971e-20,0.0239569630026,0.0285823781574
3057,4.20208270971e-20,0.00557553232335,0.004131720635
3058,0.0281332855945,4.59386531371e-20,0.00126962432111
3059,4.20208270971e-20,0.0022910727929,0.0143890551622
3060,4.20208270971e-20,0.00112017782374,0.00860825926928
3062,0.0220334920491,0.0370164690713,4.29496764371e-20
3063,0.0143628692009,0.0106842438587,0.0458464792507
3064,0.0164211403238,0.0222352546997,0.0729499630948
3065,0.0109467517347,4.59386531371e-20,0.00257069152195
3066,0.0127857406325,0.0138899045283,4.29496764371e-20
3067,0.021929114906,0.0739293377056,0.00257742651707
3068,0.0148506338994,0.00619985542484,0.0288510727705
3069,0.0434712875203,0.00802956330794,0.0350449234166
3074,0.000620895167102,0.0192439276381,0.0293288955727
3075,0.00990263954093,0.0232085871367,0.0204100803923
3076,0.00698656647699,0.0140132928664,0.0260795736037
3077,0.00654186049633,0.000646835062914,0.0106900733712
3078,0.00785448348421,4.59386531371e-20,0.000678410832931
3079,0.0131095987222,4.59386531371e-20,0.000773713218776
3080,0.00010006712865,0.0012815988927,0.0038831458476
3081,0.00880143454608,1.25705629867e-12,0.00679051820741
3082,0.0612019582255,0.0438378130175,0.00375827870845
