,0,1
72,4.358371314557683e-21,0.0031109045193608697
79,0.003528397434800224,0.001244780834574306
82,0.002387973984927808,9.881036198245331e-05
83,0.00363379561428726,1.345838631239578e-21
116,0.00010021143304634571,0.003922605602648206
119,0.0007921539604429555,1.345838631239578e-21
120,0.0014254088765030598,7.291241374831906e-07
127,0.0011292088527866285,0.005581037243730998
128,0.003812668654341107,0.004724483989182723
137,1.0815763386074422e-05,0.0027369242699993336
143,0.005352175478859931,1.9087983411164563e-05
144,0.0018703141095308669,3.02821974387802e-06
146,0.0038097165751323162,0.0008939128353758458
147,0.00680079950074089,0.0018156201164111002
150,0.002181035639188875,0.0014618453673841173
151,0.009033162184763422,0.003898018224357247
152,0.00386708056933154,0.0007586608972730772
153,9.272610314370595e-06,0.004734542410631478
157,0.0037073944144999068,8.178063281228048e-06
161,0.0037291720003820514,0.003968178222336064
164,0.00028581259223365717,0.0030027315040601276
167,0.0003752883531247923,0.0044092074467156975
168,0.00025202327161513683,0.006245471631389352
173,4.358371314557683e-21,0.004468929603014366
174,0.0003816177085600688,0.005607033858293243
195,0.007203406131303699,0.001312994470562352
212,9.420979300653036e-05,0.004166571317498746
216,0.0010737562693952562,9.083943053584628e-06
217,0.006060820514367805,1.345838631239578e-21
224,0.005499151367540103,0.0003328010451896951
225,0.0005834185126282572,0.0027159626057298466
228,2.4449235886400642e-05,0.002740297078501251
229,0.005069531197378616,0.005098956160817039
232,0.003482783734428093,3.2294868656736805e-05
236,0.0019742363758052136,0.0035546293327167896
237,0.0011246795893529247,0.0035928927173704164
238,0.00033851302325969254,0.002408014519864346
239,0.00393211742492216,1.345838631239578e-21
241,0.002494442258416115,1.345838631239578e-21
242,0.003230136825239545,2.5961339316203754e-05
243,0.0029247875130199133,2.0929451677926627e-06
244,0.00315007606822954,1.345838631239578e-21
245,0.0009623827902402711,1.345838631239578e-21
247,9.773295228706215e-05,0.0022184955376058986
248,0.00124200255248811,0.0009021715069562969
249,0.0028098678171729584,0.0008655137610568762
251,0.004745274619599517,0.002752875317895066
252,0.0005687730518090038,0.0029674194735618544
253,0.0008181626161454593,0.003975685997165891
254,0.0002347990722906163,0.0026068884475981668
257,0.005659126310179592,0.0011254104318353644
258,0.002624949491874401,8.944580329602055e-07
259,0.004394216952449495,0.0005596588869628345
260,0.0035516752046087364,0.000472297969188931
261,0.003192312510472797,3.191946627250411e-05
262,0.002036004221734235,1.345838631239578e-21
264,0.0038022044329434636,0.0006642223927502892
265,0.004368961308486953,0.0018942805090711439
266,0.0007184730324589038,0.0006651562191360773
267,1.2629406342503345e-05,0.002714627512269322
268,0.006077879941979835,0.001457810131085896
270,0.0034628472312574943,8.142013152929646e-07
274,0.0034719939542818875,1.1289370242370889e-18
275,0.0016247583358872538,1.345838631239578e-21
