,0,1
3288,0.000160712742891282,0.008123057403463852
3289,0.0001120141157266965,0.003885514645129417
3290,9.227913275674193e-21,0.007518972237036147
3292,9.227913275674193e-21,0.008641146434050588
3293,0.000398846370740351,0.00913361642510521
3294,0.0003085846875331096,0.007242100421229427
3295,5.1608320681919324e-05,0.015241428696038138
3301,5.1972680461612e-06,0.011734673846358578
3302,9.227913275674193e-21,0.0010168437669698977
3305,8.703378057433503e-05,0.009482873544028374
3307,0.000774127949415317,0.0067104774130481385
3309,1.5450522883099675e-05,0.002855577209173636
3312,0.000526326822551059,0.007140386162836344
3314,6.081615925551441e-05,0.005200772325933065
3316,7.655060115489322e-06,0.0037350066963360044
3320,9.227913275674193e-21,0.00491001850823716
3323,9.227913275674193e-21,0.007818758845625082
3325,6.279462355386689e-05,0.0062276323258412735
3327,9.227913275674193e-21,0.0014543701686939863
3328,9.227913275674193e-21,0.004760125203942654
3331,0.0004041518377022794,0.0043637468364489795
3336,0.0005961873846707703,0.008920309547037528
3338,3.073769620513683e-06,0.0015280197599990579
3341,9.227913275674193e-21,0.006457565595816797
3343,9.227913275674193e-21,0.0041646031571516825
3345,0.0003193638174525247,0.0059948297010691855
3350,9.035762217087949e-05,0.008474593350259813
3351,9.227913275674193e-21,0.005845838867480057
3355,0.001467472764865416,0.003530279984491251
3356,0.0026076427274925314,0.0030067078922743655
3357,4.524030324298422e-05,0.006886699472551151
3359,0.001322823732093299,0.003313939592717772
3360,0.0005319113196703408,0.009273380755626283
3362,0.0009555926669366385,0.005614965805491097
3363,1.611490921719296e-05,0.0033653046502333957
3366,1.4701992708154209e-16,0.0037837931408358895
3367,8.547360667618241e-05,0.0038372178418411866
3370,0.0006638854892977554,0.005342878762103633
3372,0.002415682541309117,0.008800761313646129
3374,9.227913275674193e-21,0.021904678278909857
3375,0.0008513174447551507,0.0035684096868583803
3376,0.0021991708119331165,0.0019695918233979697
3378,0.0023612601825676108,0.006530180742668049
3379,9.227913275674193e-21,0.004225370712946525
3383,0.001098289598956486,0.014113978940920077
3387,3.199220435771467e-05,0.0028093375239604487
3390,4.627734493072745e-05,0.004070009213142533
3391,9.227913275674193e-21,0.0022159902013247357
3400,9.227913275674193e-21,0.006165881328000516
3424,9.227913275674193e-21,0.00163667283607898
3425,5.58108953313285e-05,0.003423672007318628
3434,0.0003288314571665356,0.006738111805013372
