,0,1
72,0.010902142540945313,0.0008746499605046895
137,0.01205964385135088,0.0013491842361092808
153,0.013858161747285607,0.00047043892667844556
164,0.011322195440180179,0.0005259019668097686
173,0.019362829655800218,0.001767414578543226
228,0.011295019817590863,0.0001663670033507625
267,0.007524456641625891,4.1296256199597655e-05
281,0.010192590834735251,0.017570858024384073
305,0.015894208106527533,0.0034752151719557585
352,0.005491675274184304,0.001562192837015637
359,0.04367828744128669,1.5867043154051276e-20
367,0.02306661850333257,0.0004940957767205878
385,0.009618018497829856,0.003235070931847875
422,0.0074046453883734945,0.004043726666051154
423,0.008348312977644119,0.0018568844024180273
440,0.010985741830679338,0.0006870508323754779
441,0.007861393603266674,0.002419705860479837
447,0.015841956598685005,0.0017046238966027315
448,0.009999029636479861,0.0001089160174048793
449,0.00845611201669921,0.0018861952199412388
450,0.02035676417174273,0.000559280858565512
454,0.006331324156286455,0.0011447218915287122
455,0.007457962380015232,0.0007289537414201867
456,0.01066979982345024,0.0022074731942437233
457,0.015457016603506657,0.014148655729740073
468,0.024758414439043853,0.0035226073427582633
469,0.017729128803936064,0.0021114899771056917
477,0.029913349665922857,1.8037656044193145e-15
478,0.012412053882929347,1.5867043154051276e-20
479,0.016639225638322968,0.003354496690105797
480,0.013109296806005496,0.0003846562793748324
484,0.01732598579789765,0.00023002225366854843
488,0.013007518756930679,0.0007701577602619027
490,0.03101889190489318,1.5867043154051276e-20
492,0.017351391750592655,1.5867043154051276e-20
493,0.012074532469647067,0.0008591034956904735
495,0.012492843752824624,0.0004798291925150708
499,0.010183196873185474,0.020185906615967253
500,0.01770906835408275,0.0023114265039449002
501,0.009616343678622193,1.5867043154051276e-20
508,0.011553156150389205,0.0008312426638290898
513,0.013080231625390388,0.0005740712901835678
514,0.014701647150843322,0.006502327032586904
515,0.011867419584981765,0.0006211603759719662
516,0.005931039033126734,0.0004350022135438474
520,0.03475636656773153,0.0007806677168245158
522,0.010752385414306223,0.0005544488733795303
524,0.021484995444092374,1.5867043154051276e-20
525,0.00794091238729665,0.0010009120857237786
529,0.01563222855515237,0.0006754791567194332
530,0.010569762017281877,0.002315615174431821
2006,0.004756111762493387,0.03768753348821348
2017,0.006953912298940252,0.00041093491613644346
2021,0.015503144354532709,0.0021113926390873756
2022,0.0025617097500485702,0.0015574304242323893
2023,0.007474496448020724,0.0011242990715297516
3131,0.0018193665995004467,0.00496074895534735
3132,0.007426226816388815,0.003526154427585692
3134,0.0056898667950577245,0.0060797089007904835
3135,0.0022886611826748843,0.008354713036110701
3137,0.0024782248005204973,0.021040630990320712
3139,0.001870046547459097,0.0072232316691704665
3140,0.002873740540090466,0.016023071197462102
3141,0.01884741823822105,0.014077007425220455
3142,0.006967417998689417,0.008863269572910221
3143,0.0010587356055467055,0.018467225298990256
3144,0.0005453127155733678,0.004203035467279532
3145,0.0011573976133508188,0.009330488457193439
3146,0.0010771064134050606,0.007841360538260147
3147,0.00023795874396453402,0.022137610871209315
3148,0.0009279774779603813,0.009068026377912748
3150,0.0002892155030539216,0.009454703366529758
3151,0.0007674240078264958,0.009727718917176637
3152,0.0015661087860041679,0.004177169063713696
3153,0.001245316564092403,0.004580656783528264
3154,0.000626415981476716,8.041075282920301e-05
3155,0.0041511147960734554,0.011668674545452723
3156,0.007967850917863258,0.01598135006034472
3157,0.00011355125900408729,0.005439497207851131
3158,0.008502405950061494,0.010307138172975178
3159,0.005715120339104918,0.011440454571643605
3160,0.0004565653174285093,0.014787466402753774
3161,0.0016278337532783516,0.010875878200319303
3162,0.0009750009960037342,0.008202930738589641
3163,0.0030052083608832826,0.016909952893523882
3164,0.002880344496548959,0.018130616639121085
3165,0.0008831485928933536,0.025276624534622153
3166,0.001632135398130546,0.0067673975811808115
3167,0.0025732441264473905,0.02181697183438585
3168,3.162973452699495e-05,0.002121029907104917
3169,0.0009676180852593915,0.006655257498942966
3170,0.00048201508317137183,0.014994882576906466
3171,0.00043620788125139,0.011860190905717993
3172,0.0010336678627552835,0.006041002695353945
3173,0.003198072471347058,0.006901703356742567
3175,0.005167341649413564,0.008710651953964844
3176,0.004102966918379119,0.006280011930513343
3177,0.000642090857832063,0.009855130866446174
3178,0.0010195746552116999,0.0044641272404730295
3223,0.012347640927027484,0.00026408653582566283
3226,0.0006574495459859914,0.013456226806747231
3230,0.014508908120131007,0.0002652739861739488
3231,0.0036695489629681634,0.004232767936233861
3233,0.020591245251875445,0.0009823505570449964
3235,0.00753952505838175,5.3365461151063145e-05
3236,0.0157647492973472,0.0007307310266202845
3238,0.0008339610666108212,0.00721295073349106
3243,0.003785497088090678,0.0026165986482939857
3264,0.005986304555082171,0.004900412426016366
3282,2.9941569585577517e-08,0.022771596531605445
3283,0.00033173465018211543,0.005130722923952367
3284,0.0007609134728724774,0.005355472195841819
3285,0.00043045022766151976,0.009707138363182792
3286,0.00010163188513286161,0.00848266086197618
