,0,1,2
72,0.010287121532689073,0.009262797170913998,7.714244498216779e-05
137,0.0003413419202830567,0.019322634888064225,0.0013050631237545203
153,0.0046050329628736465,0.018199355136616732,0.0003160056393768634
164,0.005264152685242318,0.013661691496313074,0.0003137470138760203
173,0.009291004203557409,0.023349672345904814,0.0014256811420094487
228,0.002742991653861348,0.015531420483656412,0.00016407020379003744
267,0.007722875013262465,0.005067908577731973,2.109391038930697e-20
281,0.0009209787335079026,0.017418250458358705,0.020511470972448348
305,0.008076196878385676,0.01926357472839845,0.003305252839483642
352,0.0020925767473849617,0.007277829956398617,0.0016053840023759855
359,0.017525138365861528,0.05362755707187558,2.109391038930697e-20
367,0.0024905958569153347,0.03475847878144707,0.0003221639832125614
385,0.009658898852956295,0.00871915497675371,0.002266976827226734
422,0.0089302101994513,0.006440042834910668,0.0027904664545997087
423,0.011210358561256545,0.005206970006683568,0.0006049330700900326
440,0.005051695554914585,0.013518973329329843,0.0003449311685093377
441,0.009368821574121094,0.006055986147555892,0.0013479838821136363
447,0.013221887866458516,0.014487615241808029,0.0011152223075441099
448,0.012178624690898922,0.005090594852457724,2.109391038930697e-20
449,0.011337024827816096,0.005013007837232813,0.0008589467898473346
450,0.018600141314354463,0.016431535552399856,2.109391038930697e-20
454,0.006694633035699937,0.004865925170962673,0.0007361135974402419
455,0.0028008398829999,0.009759506493824965,0.0005530309047380566
456,0.0017095792581286536,0.016557235149267276,0.001812450315931724
457,0.009043343123336895,0.020117559996449555,0.014754468454017884
468,0.0128073734061141,0.029955506599016347,0.0026187932964329796
469,0.006926220601709801,0.023128580307361958,0.0016487314482359992
477,0.0338163937879207,0.01710477795992963,2.109391038930697e-20
478,0.015869484417669232,0.005444088272228431,2.109391038930697e-20
479,0.022353107224303777,0.009355193224758649,0.0016416484820683428
480,0.014545159364690086,0.008308375423910355,2.109391038930697e-20
484,0.008078899074243778,0.020548831262696955,4.1343221554601685e-05
488,0.015530673491573652,0.007596799968806551,0.0001984247795000553
490,0.03824104803706536,0.014881073903647379,2.109391038930697e-20
492,0.023300120526416494,0.006607194287533349,2.109391038930697e-20
493,0.005677146499079463,0.014558236366779437,0.0006734957700912329
495,0.013615881576087506,0.008304644340579155,1.2890295824262312e-07
499,0.009547988904745572,0.013643689025518043,0.020375704412626216
500,0.0066346654492204,0.023426525964040327,0.0018439990863976616
501,0.014246043668154709,0.0024628580515298204,2.109391038930697e-20
508,0.008313679578454029,0.011771227608405429,0.00028183167232552313
513,0.012501959258494334,0.01037848257791793,2.109391038930697e-20
514,0.020263384600775633,0.009908968346952636,0.004121699900102401
515,0.01665154234012493,0.004788238824434755,2.109391038930697e-20
516,0.0017174390449054835,0.008077834022930839,0.00037904714282439595
520,2.647071331447752e-20,0.055129092013611034,0.0010663946147398127
522,0.002839886906998461,0.01479096452436408,0.0004760716006574121
524,0.006257323393383726,0.028504670890770526,2.109391038930697e-20
525,0.004406152463079089,0.009762807000472233,0.0003110921224456876
529,0.02015037963869541,0.007701945554833266,2.109391038930697e-20
530,0.011107118455576763,0.00905901679696217,0.0009882669024766778
2006,2.647071331447752e-20,0.011145047240888287,0.04469894379987878
2017,0.0033359360260172746,0.008445523180344897,0.00017721156075257811
2021,0.017713383803927986,0.010374144116665008,0.0012298205957090428
2022,0.0018778414841903188,0.0029111102688026947,0.0015173935975714206
2023,0.0010105448874644218,0.011401428405669305,0.0010498926988930645
3131,0.0024913089957296903,0.002089605021304043,0.005048547667412768
3132,0.0014688214489484283,0.011588086061341252,0.0035129914982143834
3134,0.005510736880396366,0.007232183424862517,0.004992397935200649
3135,0.00872628253573094,0.0002460342657268668,0.006747316209785327
3137,2.647071331447752e-20,0.005070572888300797,0.025706007000758754
3139,0.002398179207955189,0.002352558156598173,0.007832724520791713
3140,0.01358576938337511,1.0863497007902269e-11,0.013714816051340327
3141,0.01268652234152493,0.0239732087517792,0.013156546127452396
3142,0.012315253045922146,0.004697178791190052,0.007179686572606668
3143,2.647071331447752e-20,0.002573014615389659,0.02265154758743458
3144,0.0017150633886892782,0.0004136751860401231,0.004389710565642332
3145,0.004967723463621146,0.0005922242778437216,0.00905267964095085
3146,0.004594216973562297,0.0004390803685960077,0.0074761714967907286
3147,0.0043284589242667875,0.0005457004813535933,0.024570747042183826
3148,0.006129392716212981,3.250906172934897e-05,0.007986596579206605
3150,0.0027466562176378523,0.0002690437444693141,0.010022932335245049
3151,0.005821271284653381,0.00010331566404842215,0.00878119957860665
3152,0.0025825256978180677,0.001443610204714313,0.004194238290958918
3153,0.003434166688412576,0.0007204093275946577,0.004229172313879399
3154,0.000395796563659299,0.0007205927439565558,3.1707795667936004e-05
3155,0.0025109835240389473,0.0066768699144560675,0.012778583474725257
3156,0.008088853333798834,0.010377297846499378,0.01595760049807093
3157,0.0017318567010473592,3.0566620829546617e-20,0.005709823611757395
3158,0.010635879299755653,0.008178070211384123,0.009415010415190939
3159,0.010484019626805547,0.005009838567745112,0.009882943010950175
3160,0.0016368835901542952,0.0006823142022482266,0.017520235348858607
3161,0.006607003409444351,0.0010425045312960643,0.009996503087628035
3162,0.005080169349610779,0.000830224843482936,0.007079970010636527
3163,0.005275739977603598,0.003062816683739605,0.01882729118839209
3164,0.011686864965744295,0.0010954807581680078,0.016925384840329787
3165,0.004500857109288516,0.0006148032489741146,0.029242752577536196
3166,0.004967908451933518,0.0013639136789443467,0.00578691325614202
3167,0.012436796127617972,0.001857024507845562,0.019940167945042993
3168,0.0003902728165004466,4.806189939568991e-05,0.0023888718980697304
3169,0.004391332943402378,0.0010377600929168578,0.005462676832709552
3170,0.006532150258412556,3.7839556629315436e-05,0.014574512204392804
3171,0.005264742964162192,2.3707721923902845e-05,0.011532227995320775
3172,0.004134811286150064,0.0004491374084752605,0.005481279404950413
3173,0.009669757135804887,0.002164548842505786,0.003763431747483839
3175,0.013442469047339698,0.0036051839956821063,0.004585668379709381
3176,0.011398354189332107,0.0021484063799196247,0.0028876957221598354
3177,0.0062087038411335095,5.338830137134722e-05,0.008513271529922373
3178,0.0038905081132144647,0.000479785623835921,0.0036253283612408932
3223,0.0027680486986686884,0.017386595026531358,0.00011074373602377178
3226,0.0045032067885465285,0.0002481455145148853,0.014257084930223657
3230,0.02502988754854357,0.0009252266127951913,2.109391038930697e-20
3231,0.0021099886651324853,0.004973592525797682,0.004469105273055133
3233,0.00970737054813993,0.024776500624611193,0.0005596861506758407
3235,0.0016150514302255442,0.010603719868188916,2.109391038930697e-20
3236,0.02903682593431774,1.1090488195715684e-07,2.109391038930697e-20
3238,0.006564016849979366,3.0566620829546617e-20,0.0051957445401575025
3243,0.005561158449899052,0.0025726178150735756,0.001971391550232494
3264,0.00018277537145398618,0.010409493980006816,0.0052971070512127265
3282,2.647071331447752e-20,0.0007165015072542957,0.028261047663130853
3283,0.0021693450416238355,0.00013626584545703627,0.005160163992503955
3284,0.002833372219964449,0.00040593060372275125,0.005285442389723143
3285,0.006092352264225828,3.0566620829546617e-20,0.008171846042864842
3286,0.003111730070242263,3.0566620829546617e-20,0.008481768114883402
3288,0.004341303040595575,3.0566620829546617e-20,0.007152280483328077
3289,0.0019350778248182,2.2810175406191664e-05,0.0035594943602886924
3290,0.002936361421342277,3.0566620829546617e-20,0.007256388474325332
3292,0.00032754039627510434,3.0566620829546617e-20,0.01070459236899689
3293,0.0032450187492996576,0.0005216068702539941,0.009161255232986462
3294,0.0024858823215710138,4.100468389321794e-05,0.007642608085741297
3295,0.001512389042527507,5.17837046387748e-05,0.018181528907088764
3301,0.003403223603324783,3.0566620829546617e-20,0.012247540542818283
3302,0.00018905161136461055,3.0566620829546617e-20,0.0011428298946819472
3305,0.003271965469162,3.0566620829546617e-20,0.009605863940697599
3307,0.004109823179323244,0.0005494929013637828,0.005907300642297034
3309,2.647071331447752e-20,3.3489043192281814e-05,0.0036137720185712096
3312,0.0023842510506832024,0.0004907243917831758,0.007502964993527206
3314,0.0014340422773991288,8.000679205578551e-05,0.005496899135413045
3316,0.0013557845519198283,3.0566620829546617e-20,0.003694888456849864
3320,0.0008290566457711913,5.762587558231857e-06,0.0055784521189531965
3323,0.0020340792968726244,3.0566620829546617e-20,0.00833696094615682
3325,0.0020280300449209893,3.0566620829546617e-20,0.006409859323785092
3327,2.296186911305414e-15,3.0566620829546617e-20,0.0018444553228579295
3328,0.0005251655224767938,5.407641488740407e-05,0.005582552790880801
3331,0.002556193922228366,0.0002475445544917159,0.0038904352501677626
3336,0.0012816249313163041,0.0010528020736703637,0.01022691386425096
3338,2.647071331447752e-20,8.883700025375442e-05,0.00186541226558867
3341,0.0010521709718780796,3.0566620829546617e-20,0.007372860622434364
3343,0.0009271572069150073,5.807965576656411e-06,0.004556916808577214
3345,2.647071331447752e-20,0.0016589286534387019,0.006609046353059249
3350,0.0034086698974981587,3.0566620829546617e-20,0.008225585783157522
3351,0.0007031530478990216,3.0566620829546617e-20,0.00686797720624323
3355,0.0007127105228658395,0.0021066256392528893,0.004117883120425187
3356,0.004812189959385036,0.0019242446797390583,0.001992235147221166
3357,0.001387633171894299,8.228650970422452e-05,0.007647712582457436
3359,0.00019261093416735533,0.002336544628944218,0.0038505212270796415
3360,0.004691897772483453,0.000222654568809871,0.008655763714719985
3362,0.001422513994099379,0.001036839715989714,0.006432139805000649
3363,0.00033524128338272924,0.00016872999668299474,0.003884201294576027
3366,0.0015737733232407604,3.0566620829546617e-20,0.003577056660719031
3367,2.647071331447752e-20,0.0002878802252943403,0.004735204202748318
3370,0.003613097365038594,3.323878822210585e-05,0.00485280980064008
3372,0.007122124240850694,0.0010807172786859904,0.008012072672850708
3374,0.0003777957696433778,6.552377025782828e-05,0.02743006170430147
3375,0.0025650647427827044,0.00017863778038577997,0.00354740399251387
3376,0.0026098574755379165,0.002010897371764095,0.0017516939204945809
3378,0.001898346693976518,0.0034141083177074293,0.007099151391342461
3379,3.217564044931057e-05,3.0566620829546617e-20,0.005333706484672516
3383,0.00275734021169749,0.0022259989787351206,0.015344094344689896
3387,8.83076259741129e-05,9.58488746832e-05,0.0034554482612071157
3390,0.000523563313498829,6.65945651857753e-05,0.004761228282130081
3391,0.00018246605762821893,3.0566620829546617e-20,0.002668718326403561
3400,0.0008932942217216575,1.391391787305543e-05,0.007114260091269392
3424,0.0003166325282053148,3.0566620829546617e-20,0.0018298748370449433
3425,1.2133717676267133e-05,0.00013316565540921283,0.004294140667569738
3434,0.004949176497738867,3.2433212553957256e-05,0.0051265289425495054
