,0,1,2,3,4,5
3005,4.50705783019e-06,1.01950764365e-20,0.0165489944268,1.16938288953e-20,1.79440749302e-20,0.223996034468
3006,0.00122863880293,0.00143820000015,0.0203183987875,0.0193960308209,0.0308624287864,0.0305907957291
3007,2.22606652282e-20,0.00312394210707,0.0214137035247,0.00487928189904,0.00261595455704,0.0524475119802
3008,2.22606652282e-20,1.01950764365e-20,6.65345154555e-21,0.0139385143029,0.00220762647995,0.0575801256111
3010,2.22606652282e-20,0.00757836655899,6.65345154555e-21,1.16938288953e-20,0.0273584679166,7.045462417e-21
3011,2.22606652282e-20,1.01950764365e-20,6.65345154555e-21,0.0295065973441,0.0269667693822,0.00927923509886
3014,0.39812507783,0.00731848019114,6.65345154555e-21,1.16938288953e-20,1.79440749302e-20,7.045462417e-21
3016,0.00562661584742,0.122709542984,6.65345154555e-21,1.16938288953e-20,1.79440749302e-20,7.045462417e-21
3018,2.74733589921e-05,1.01950764365e-20,9.72803860071e-06,0.0148972961643,0.00483799348312,0.0198961429132
3019,0.000901548317961,0.0378569722201,6.65345154555e-21,1.16938288953e-20,0.111318812037,0.00470448810074
3020,2.22606652282e-20,1.01950764365e-20,6.65345154555e-21,1.16938288953e-20,0.0480224469433,0.00234008031968
3022,1.47292140837e-15,0.0107886571353,0.120312332921,1.16938288953e-20,1.79440749302e-20,7.045462417e-21
3023,0.0297532775881,0.0205542179738,0.0274808637962,0.00661435933374,1.79440749302e-20,0.000490430233788
3024,0.00797999959848,0.0440062496155,6.65345154555e-21,0.00418491473915,1.79440749302e-20,7.045462417e-21
3025,2.22606652282e-20,0.000883333914601,0.000454044173926,1.16938288953e-20,0.0588661712337,7.045462417e-21
3026,0.0401109726514,0.00872967116945,6.65345154555e-21,0.0371300523959,1.79440749302e-20,7.045462417e-21
3027,2.22606652282e-20,0.0969285758244,0.016824275309,0.00479463034768,0.00261949173908,0.00252929795018
3028,0.00411417528046,0.00729489355635,0.000935431902124,0.00202972847832,1.79440749302e-20,0.017301858297
3029,0.0074929863824,0.0185786950277,0.0311703827075,1.16938288953e-20,0.000418320578909,0.00327542553009
3030,0.0184102146958,0.221781458523,0.0154803687807,0.00300912014107,6.6638608609e-19,0.00234915332836
3031,0.0233696098582,0.012334348038,0.0344104161833,0.138702008532,0.00517338260623,0.00245456502174
3032,0.0191826614685,1.01950764365e-20,6.65345154555e-21,0.00615364308067,0.0112255501768,0.0722666391164
3033,2.22606652282e-20,0.0193851149066,0.00436888901498,0.000896109064543,0.00900735304103,0.00693069807154
3034,2.22606652282e-20,1.01950764365e-20,6.65345154555e-21,0.0926197852031,0.0444276766999,0.00530069481921
3035,2.22606652282e-20,0.0231719364391,6.65345154555e-21,0.000851519651685,0.0195827856558,0.0980220574148
3036,0.00194163674432,0.00500509854796,0.025458935005,1.16938288953e-20,1.79440749302e-20,7.045462417e-21
3037,2.22606652282e-20,1.01950764365e-20,0.0362611471345,1.16938288953e-20,1.79440749302e-20,2.14608950184e-20
3038,0.0112162393679,0.0063538441265,0.0444705289971,0.0452877907258,0.0128486054982,7.045462417e-21
3040,0.000593817537474,0.00131743487196,6.65345154555e-21,0.00708681521471,0.0161300780704,0.00175260958845
3042,0.212566734271,1.01950764365e-20,0.0320474041041,0.0152632965787,1.79440749302e-20,7.045462417e-21
3045,0.000535228613213,1.01950764365e-20,0.000236170304581,0.000718640662879,0.00723327189257,0.000274586822709
3046,2.22606652282e-20,0.0168288436183,0.0111578188352,1.16938288953e-20,1.79440749302e-20,0.0186025791016
3047,0.000800365179705,1.01950764365e-20,6.65345154555e-21,0.0154371205162,0.131718372835,7.045462417e-21
3048,2.22606652282e-20,0.00935743920787,0.0943451399948,0.00361487942619,1.79440749302e-20,7.045462417e-21
3049,0.020839502182,0.0445942015732,6.65345154555e-21,0.0669036526749,1.79440749302e-20,7.045462417e-21
3051,2.22606652282e-20,0.0474891081822,0.00468277670403,0.0183697619083,0.00754493666656,0.0207775225203
3052,0.00720242072773,1.01950764365e-20,6.65345154555e-21,0.0315150260597,0.00870744216881,0.0251911228509
3054,2.22606652282e-20,5.29139081115e-05,0.017447809336,0.00269699779684,1.79440749302e-20,7.045462417e-21
3055,0.00580519018013,1.46193625797e-05,0.0200249174989,0.101686576626,1.79440749302e-20,7.045462417e-21
3056,2.22606652282e-20,1.01950764365e-20,6.65345154555e-21,0.00101857635723,0.13207710162,7.045462417e-21
3057,2.22606652282e-20,1.01950764365e-20,6.65345154555e-21,0.00238184676509,0.0171878678999,0.00120340250552
3058,2.22606652282e-20,1.01950764365e-20,0.0525187695762,0.00163228377836,1.79440749302e-20,7.045462417e-21
3059,2.22606652282e-20,2.01781844464e-19,6.65345154555e-21,1.16938288953e-20,0.0398275955576,0.00443839364322
3060,2.22606652282e-20,1.01950764365e-20,6.65345154555e-21,1.16938288953e-20,0.0283362745592,7.045462417e-21
3062,2.22606652282e-20,0.0166406991408,0.028123129154,0.0466327209509,1.79440749302e-20,7.045462417e-21
3063,0.00708432499685,0.010369359933,0.0185151655582,0.00964635250631,0.0217690610789,0.0633638719619
3064,0.0173786900214,1.01950764365e-20,0.0235696512281,0.0201632696477,0.0434737437038,0.0980353952643
3065,2.22606652282e-20,0.00524085297893,0.0186402689153,0.000432617594863,1.79440749302e-20,0.00213417637851
3066,0.0711563229611,0.0023769826018,6.65345154555e-21,0.0022007131074,1.79440749302e-20,7.045462417e-21
3067,0.0273248970596,0.00141520096291,0.0275495345818,0.0812451659718,0.0139953795736,6.31352993285e-16
3068,0.000473106479685,0.0424367160311,0.00694784556795,0.0188826182813,1.79440749302e-20,0.0311716195697
3069,0.0104143367478,0.0527432767209,0.051525700446,0.0174047449255,0.0016649813767,0.0409205486247
3074,2.22606652282e-20,0.00126335866384,0.0025286927087,0.0139903038107,0.0319069260011,0.0354356447165
3075,2.22606652282e-20,0.00204834953011,0.0249503824599,0.0227124206374,0.0260088453856,0.0140331371368
3076,2.22606652282e-20,0.0273449034385,0.00487797029523,0.0220600758259,0.0304496916006,0.0118653230004
3077,0.00148558228674,1.01950764365e-20,0.0136147252531,0.0015205219668,0.00395753570209,0.0119398924664
3078,0.00202798577122,0.0029537163564,0.0128249730948,1.16938288953e-20,1.79440749302e-20,5.09089723381e-06
