,0,1,2,3
39,0.05672393581291519,0.0013248350603687058,0.011544900985944623,0.005175970184697479
41,0.03731576692878514,0.006205307388483586,1.0983802046209473e-20,0.010696523845512507
42,0.030428102083255037,0.029069900685390324,0.004084422610178569,0.007189029150233559
45,0.038448209376013405,1.721912812337313e-05,0.003638960472734856,0.031139033024925614
48,0.013833890765113247,0.005229892562514157,1.0983802046209473e-20,0.06161656969706426
49,0.03272050895643058,0.01372719679814189,0.011041104595558932,0.010723238584358674
50,1.1316119299713556e-20,0.23727286722852672,0.011122413168547854,7.625014106447838e-14
51,0.04777748151511427,0.053076465320442454,2.6757320991673083e-19,0.004986039652040973
54,3.913318837826775e-05,0.0429531794633547,0.02094095764328965,0.04100429953129347
55,0.025263291613775694,0.12760367793121177,0.04351079635900372,2.6922434032415327e-20
56,0.033733793145419924,0.05749082605418144,0.00013942155837970936,2.6922434032415327e-20
57,0.05251596395335594,9.334368342603549e-15,0.00533242721113277,0.013443939437468765
58,0.011869831962574892,0.0018248550708645811,0.007465487400337428,2.6922434032415327e-20
59,0.018721648096568788,3.6921082843542e-12,0.014479451257981796,0.0009693182364901048
60,0.01689233004244454,0.004194378118449086,0.02654003369633107,0.18106225733396414
61,0.0014955268131313921,9.609226010182906e-18,0.04631167952416328,0.22703646393941745
62,0.03856421132523479,0.005719073192453137,0.002289519438102433,0.042860768640410496
63,0.07207214246832196,0.00937850476677625,1.0983802046209473e-20,0.017438524351549398
64,0.013318426098573621,0.0010965970701543907,0.007046965291729831,0.10956821190870049
65,0.11362566435927259,8.31421888137741e-06,0.009816092273113568,0.025812178700845654
66,0.0323829604696599,0.004507106805051218,0.01987837256638033,0.00013605451309230091
67,0.08084707911699825,0.002630091458134213,0.018183633654226955,2.6922434032415327e-20
68,0.03193675999950739,0.0009356284324342454,0.0045649914898780565,0.004527010150376704
69,0.0011507290198999752,3.2870451369900365e-21,0.31654637373789424,2.6728818473180774e-16
70,1.1316119299713556e-20,4.0198630725011165e-21,0.3121910149299597,0.07540560145358662
71,0.01553346305356013,0.007846209370541828,0.0153308510013489,0.0041018505444834165
72,0.02513195916282752,1.7091003995598156e-12,0.031014649422015605,2.6922434032415327e-20
73,0.0028559804428729013,0.009234627579930049,0.04132002710686241,0.010595421839531625
74,9.032782829967093e-16,0.22631792447234056,0.002780523490458869,2.6922434032415327e-20
75,0.04348947774991032,0.014281294117947693,0.0022772336312470677,0.01515468643299552
76,0.048852061214194865,0.008455009634590987,0.008980064786725353,0.018756188509130935
77,0.03468510714651647,0.1291304701804557,1.0983802046209473e-20,0.024112395249561425
82,0.02603275446990076,0.000310519356145971,0.0012102540414769304,0.05644178547248866
90,0.0014512370412239207,6.27273264303116e-21,0.0003084330380178088,2.6922434032415327e-20
91,0.0002905726082473165,0.0001580285286990875,0.00010894361697763577,4.6639615703214824e-05
