,0,1,2,3
72,0.0008992907881794645,0.008821846897249214,1.2885416024587606e-20,0.013142423928829226
137,0.0014307272042777335,0.021785829761661234,0.00226000814153575,8.759629036925079e-05
153,0.00060119594005234,0.020200759433177253,0.0009329475663472029,0.005658845219220379
164,1.2568992833292326e-20,0.01269776819297082,0.009481506303695158,0.0029387461789716295
173,0.0027854537392494705,0.025542502846927054,0.00029586605668911064,0.011599786242934411
228,1.2568992833292326e-20,0.016920287614647773,0.003218113654571175,0.002373749657862483
267,0.0001801678888570682,0.005281393649347571,1.2885416024587606e-20,0.009355437523722138
281,0.028911830828817837,0.01916527896752508,0.0008944274691340059,0.0016677067707833086
305,0.001363240369378649,0.019612169789425454,0.014659776947757242,0.004854444954473595
352,0.002339699437651902,0.007959387473423755,0.0006462958842563263,0.002449059695696103
359,1.2568992833292326e-20,0.05927587468437987,0.007503473900651622,0.018360368407369525
367,1.2568992833292326e-20,0.03670015498903107,0.009572828083747749,0.0005525235502388488
385,1.2568992833292326e-20,0.006613628442168846,0.016311466891469305,0.005980418016448544
422,0.004374485701237701,0.006421573107564539,0.0001665835928069219,0.010830172992341739
423,0.001213525290687981,0.004661574462876853,0.00014600312532806394,0.013881936150539233
440,1.2568992833292326e-20,0.013529592175150564,0.007133030424199,0.003433295556562769
441,1.2568992833292326e-20,0.004055167960190718,0.01282175708321827,0.006314331555097691
447,0.0024399027534454326,0.01418244994412205,1.2885416024587606e-20,0.017245978429901818
448,1.2568992833292326e-20,0.004898439577587363,4.574702193852853e-05,0.015040579583782654
449,0.0016525350481697136,0.004462824086216342,5.800293923215341e-05,0.013975595580276667
450,0.0002538574993601482,0.01703265150980308,1.2885416024587606e-20,0.023423669767463285
454,1.2568992833292326e-20,0.003631210382802583,0.008749775877939958,0.004379613946391379
455,1.2568992833292326e-20,0.009079603981821336,0.007594913896898988,0.0008580472668676901
456,0.0015172720068393104,0.01781153379726152,0.0046519564691127405,0.0012867539791252079
457,0.020649419324940122,0.021008019544163606,0.00312800365332987,0.01087709010299157
468,0.004557763180498539,0.03251593811574514,0.000767412788342918,0.016006921503512538
469,0.003154446337823843,0.025428627288064144,6.896181655933156e-17,0.008906489319121462
477,5.818757300220945e-05,0.017948579457617492,1.2879530459303294e-13,0.040869092085867864
