,0,1,2,3
72,1.1321652516773759e-20,0.0009186447602137556,0.004617054774562825,0.0026061238943096564
79,7.436543434804726e-05,0.004455648220705687,1.889306082770247e-05,0.001881109597098069
82,0.00016966964590122758,0.0009483370838841942,8.171456613375533e-21,0.0012660469478629655
83,0.006395280877762758,2.6631292578317954e-05,8.171456613375533e-21,2.0963522081812338e-05
116,1.1321652516773759e-20,0.005177282919579372,0.0003267633792689895,0.004652744271312197
119,0.0014012082452134254,2.331537222459639e-21,8.171456613375533e-21,6.4740910848413585e-06
120,0.002547768366753295,2.331537222459639e-21,1.5666608418703817e-06,8.579977903057824e-21
127,1.1321652516773759e-20,0.007421316957936377,8.73858571097544e-05,0.00770527213473803
128,0.0004630072753715205,0.0078072769681528376,3.618398373520698e-05,0.007324017463622585
137,2.16542455154446e-05,0.0012360693524082083,0.00624119016812421,8.579977903057824e-21
143,0.009205805841045276,2.331537222459639e-21,8.171456613375533e-21,0.00020857039746358314
144,0.0031882466264130374,5.795247270091766e-05,1.8845412010822242e-06,2.4465016797330546e-05
146,0.00024091327915647988,0.0031865578162465266,8.171456613375533e-21,0.0023266052026378096
147,0.00032823430407335596,0.006566265607938417,9.74197933834921e-06,0.003945332744433417
150,0.00019685779037328246,0.0004913703427126012,8.171456613375533e-21,0.004762245108617943
151,0.0013869159184417771,0.010084868674619583,8.171456613375533e-21,0.007187776863348787
152,0.0008157512627631266,0.0033010334977741007,8.171456613375533e-21,0.0016858375544652575
153,1.1321652516773759e-20,0.005597507003686261,0.0063982072764005495,0.0008242985024100977
157,0.006314738183953687,2.331537222459639e-21,3.0109710217068928e-05,0.00013413237906733294
161,0.0003329733951312553,0.005799048534476831,1.3141449604118837e-10,0.007300797439887297
164,0.00015225883462894861,0.0026429251675727764,0.005346796994748552,0.0003482935101824212
167,0.00011756196294099128,0.005505288018642701,0.004156076622063977,0.002338164695399282
168,1.1321652516773759e-20,0.0103914926325988,0.00044484145796212197,0.0056556750815910046
173,1.1321652516773759e-20,0.001878683007635208,0.009835448722998429,0.0004370058237272755
174,1.1321652516773759e-20,0.005426866281898953,0.0017461654027723247,0.007460517460412117
195,0.0010331117778357214,0.007144772033310456,8.171456613375533e-21,0.002243185548534577
212,1.1321652516773759e-20,0.006246702706278592,0.0005035407791629651,0.00413586454229486
216,0.001848534595427584,9.506695727972011e-07,1.181351633225041e-05,4.249304584536015e-05
217,0.010125676329298495,0.00036340731420387516,8.171456613375533e-21,8.579977903057824e-21
224,0.0015133918548499606,0.002917062463749017,8.171456613375533e-21,0.002011090685785625
225,2.1127553871745386e-05,0.005127549229881137,0.000804474000012856,0.0017618136260800436
228,6.70186095173896e-06,0.0018880176878969845,0.00545850194554485,0.0001389639315713505
229,0.0006049411181410874,0.008526219220804461,6.8071809243237754e-06,0.008573153665536274
232,0.004808158480579858,0.0006481688581302634,8.171456613375533e-21,0.0001501490077686212
236,0.00034696725918870354,0.0023004466461455796,8.398400042187563e-05,0.007884177007359576
237,0.0001777042735672851,0.0022422480133477735,0.0001790138280246839,0.0073300813131439435
238,1.1321652516773759e-20,0.001905098358288036,0.00018825868839077736,0.00421459944832589
239,0.007001864725894526,1.2446857760366596e-05,8.171456613375533e-21,8.579977903057824e-21
241,0.00434394545029157,2.331537222459639e-21,5.334854118054104e-06,4.681443167508783e-05
242,0.005320801292144588,0.0001916921356202332,8.171456613375533e-21,9.856925536604372e-05
243,0.005123615341085053,2.331537222459639e-21,8.171456613375533e-21,5.164952801536456e-05
244,0.0054608352037643386,2.0534177359940103e-05,8.171456613375533e-21,5.8253477093778315e-05
245,0.0016167533318469777,4.1455728874084505e-06,8.171456613375533e-21,4.3151218254634106e-05
247,1.1321652516773759e-20,0.0018303329186989937,0.00017650934036430834,0.0036398203387611157
248,2.9374038721674207e-05,0.002724480294414182,8.824335098483473e-05,0.0006844542232841136
249,3.374860526322747e-05,0.0036471150683086086,2.533593019515211e-13,0.0011336021819787325
251,0.001066143189040249,0.004341921635525412,8.171456613375533e-21,0.006158676152574866
252,4.137065759441887e-05,0.0034691043353175482,5.051646399719258e-05,0.004469064569058054
253,8.191409048274509e-05,0.006005620593489781,0.00012428932656221805,0.004774555454586732
254,1.7922044540096748e-05,0.002379400629381576,3.7617674833249925e-05,0.004314059505209032
257,0.0005352696842838745,0.005129721679687609,8.171456613375533e-21,0.0025397215473948994
258,0.0046722200437137274,2.331537222459639e-21,1.8368449233351838e-06,8.764448746758847e-06
259,0.00025637560748771794,0.004374041534141755,1.0263466063998146e-05,0.0009361899499202344
260,0.00028563599083540343,0.004126509151125562,8.171456613375533e-21,0.00025509286989184866
261,0.005134351549413064,8.809381040652216e-05,8.171456613375533e-21,0.00025830083808477453
262,0.0035502953458888477,2.331537222459639e-21,8.171456613375533e-21,3.9898749634157615e-05
264,0.00032774121835652616,0.003074707495354045,8.171456613375533e-21,0.001827857461285039
265,0.0009476849418914536,0.0018306096122466735,1.3247191670253203e-05,0.006046308544865688
266,1.959736807831036e-05,0.0001450189611501789,8.171456613375533e-21,0.0020452227698094967
267,1.1321652516773759e-20,0.0032141829824997646,0.003214856234390581,0.000872958252865007
268,0.0007561150085095765,0.005769883418579281,8.171456613375533e-21,0.0030138689286792857
270,0.0061303949043642935,3.0154190071422495e-05,1.537913500602089e-06,8.579977903057824e-21
274,0.005870392897483945,2.331537222459639e-21,8.171456613375533e-21,0.0001517415369254196
275,0.002903145574270351,2.331537222459639e-21,8.171456613375533e-21,8.579977903057824e-21
276,0.00010738568978502004,0.0029425111793820345,8.171456613375533e-21,0.0018733510096946959
278,0.0035711753774998064,0.00011956241573876476,8.171456613375533e-21,0.00014977812206784047
279,0.0005782114866795209,0.004279801651524526,8.171456613375533e-21,0.002989796722109608
280,1.8306367104534731e-06,0.0032208372970463335,0.00011608496510624374,0.0037793510191167817
281,1.1321652516773759e-20,0.00045888460278136275,0.012219116245406161,8.579977903057824e-21
282,0.006351122587753707,2.0581065040588003e-06,8.171456613375533e-21,4.2162578977961366e-05
284,1.1321652516773759e-20,0.007945159708490907,0.0002275215735013016,0.009732762467353802
285,0.0002597514971433618,0.009934461042702505,3.660772928202765e-05,0.010382063671223775
289,0.001912720845244116,2.331537222459639e-21,3.284757836026494e-06,2.7093862495150647e-05
291,0.0001029016178961057,0.00039315876865301494,8.171456613375533e-21,0.002357364353762576
295,0.0005692510906156756,0.0008887829415636749,8.171456613375533e-21,0.003546197078900452
296,0.000977229344402949,0.001838713705278599,8.171456613375533e-21,0.003139912579031324
297,0.0001280139033361855,0.004258827222566689,0.00033045199754410336,0.0071059021372747826
298,0.002559254874281698,2.331537222459639e-21,8.171456613375533e-21,5.78242383752848e-05
301,0.00040409532865877737,0.0012272689267438823,8.171456613375533e-21,0.006416408837895242
302,3.156424938605227e-05,0.0005853992690848113,8.171456613375533e-21,0.003030398999020448
303,0.00021687065258721132,0.004776668455946916,2.469573727587487e-05,0.0022408974480664307
304,0.0005904129855999541,0.011731246933188222,0.00014537539815750563,0.001386506424729618
305,1.1321652516773759e-20,0.0006790806575635132,0.009513926229529998,0.00034743761852964805
306,0.0006251088776032182,0.003095108952480839,8.171456613375533e-21,0.0020843463993621804
307,0.0008464386028817667,0.0020219006568422395,8.171456613375533e-21,0.005594115162704545
308,0.0003668743284519202,0.0016928356667838273,8.171456613375533e-21,0.002285325110539184
309,0.0001570349877977065,0.0048967671323315014,0.00015272200534617456,0.0007202618414991294
310,0.005516491693446028,5.7554277889119635e-06,8.171456613375533e-21,0.00020082575042961544
311,0.0011238812075463022,0.0011347036034833895,8.171456613375533e-21,0.0034867996110677126
312,0.0007100567760974811,0.001550636701429836,1.342418893124247e-14,0.006515685955893984
313,0.0058139369231905895,1.7319453871400212e-06,8.171456613375533e-21,0.00039383895673544253
315,0.0003862359763749753,0.004932559280068444,8.171456613375533e-21,0.002006943001206576
316,0.0006084699587430595,0.0038898253454551263,8.171456613375533e-21,0.0019327443134147268
317,0.000260528933903498,0.0016418119988229187,8.171456613375533e-21,0.006029962655744363
319,0.0013408891113018192,0.0049007145740861,8.171456613375533e-21,0.0017595303395906052
320,0.00048738057164812075,0.004198880508272373,7.824082045001759e-06,0.0023760258595473312
321,0.006395722507876351,0.0002456857799749578,8.171456613375533e-21,3.52007277812292e-07
322,0.005935321472241399,0.0006261599807587759,8.171456613375533e-21,0.00041861430774242273
323,0.010882689240955413,0.0004760824395509138,1.9448729096372168e-10,0.00016332203213812206
324,0.01024991976169474,3.339279058588347e-05,8.171456613375533e-21,8.579977903057824e-21
