,0,1,2
72,0.001607294507773302,0.0045624980110762475,1.0295308366564587e-20
79,0.0033337685684680846,7.674499534017891e-05,0.00010498229633952481
82,0.0012238379033539706,2.439056513823866e-08,0.00016192768034774016
83,2.0355576877456155e-05,5.9285350731263576e-21,0.006295689825991194
116,0.005153245953190251,0.0006234229527957973,1.0295308366564587e-20
119,5.9389996379544496e-21,5.9285350731263576e-21,0.0013888866480769653
120,5.9389996379544496e-21,1.3103898042933168e-06,0.0025000354243409476
127,0.008094864032644073,0.0003897306945733927,1.0842452871907662e-05
128,0.008140640753741372,0.00020633930342802423,0.0005170465843018068
137,0.00019024301611804653,0.006024740543311303,8.099611539147152e-05
143,6.13122267645876e-05,3.3586985323957942e-06,0.009248089821719426
144,4.289075544705924e-05,1.416274686093504e-06,0.0031327584832331968
146,0.0029583496813619533,3.04683124020936e-05,0.00027508105859108635
147,0.005537030888781001,0.00017028676206114638,0.0004221969328172918
150,0.0030137116421445845,5.8343643203023405e-06,0.00021124833370496094
151,0.009282837626108901,6.638574682131476e-05,0.0014662293778862487
152,0.0026256303978691785,5.8388544145277676e-05,0.0008455865164611916
153,0.002369916097085653,0.007078078956988157,1.0295308366564587e-20
157,1.1468863268880446e-05,4.4908926355437546e-05,0.0064000827790944145
161,0.007189708653583106,5.184524040519983e-05,0.00032484087230359986
164,0.001101201728000753,0.005221176706417387,0.0003511322076162394
167,0.003307103278033558,0.004968116823778362,0.00017816213119071188
168,0.008283085871062933,0.0009352255472684904,1.0295308366564587e-20
173,0.0007622963221425342,0.00912771460152243,6.262330073971071e-06
174,0.006329122529562822,0.0028066371232145166,6.4399101497618635e-15
195,0.00479516729695794,0.00017400667445065742,0.0012656404325996273
212,0.005342651735012139,0.0008708474171082716,1.0295308366564587e-20
216,1.9224556218130495e-05,8.182403714236126e-06,0.0018401943780467834
217,0.0001684904645505374,5.9285350731263576e-21,0.010001882947278459
224,0.0026631059092785286,5.9285350731263576e-21,0.0014927637279297267
225,0.003451824428248156,0.0010207180918735102,2.1118463335890268e-05
228,0.0005991397656186185,0.005386354091756699,2.726224073746587e-05
229,0.00925011643023271,0.0001547642561929668,0.0006625868216717085
