,0,1,2,3,4,5,6
3005,2.07014243814e-20,6.0482048892e-21,0.00258567910652,1.78245667447e-20,0.279920635923,2.05161576796e-20,0.0222120283066
3006,0.00197985024141,0.0238443236572,0.00192149223938,0.0273303418825,0.0358960532805,0.0130053227464,0.0181514542201
3007,0.00173323932192,0.00200840452841,1.23970808471e-20,0.00487940455357,0.0421069114671,0.0464859828816,0.0158238642858
3008,2.07014243814e-20,0.0101212318523,1.23970808471e-20,0.00226844161933,0.0674605166716,0.0118369063406,1.91318634025e-20
3010,0.00857608030908,6.0482048892e-21,1.23970808471e-20,0.0270682620351,1.97423095171e-20,2.05161576796e-20,1.91318634025e-20
3011,2.07014243814e-20,0.0351978922661,1.23970808471e-20,0.0229410266479,0.0118161681088,2.05161576796e-20,1.91318634025e-20
3014,0.0094085563049,6.0482048892e-21,0.419888366192,1.78245667447e-20,1.97423095171e-20,2.05161576796e-20,1.91318634025e-20
3016,0.144592835118,6.0482048892e-21,0.00393267713099,1.78245667447e-20,1.97423095171e-20,2.05161576796e-20,1.91318634025e-20
3018,2.07014243814e-20,0.0127730096076,0.00021255808806,0.00647606025248,0.0172939392139,0.0118309850135,1.91318634025e-20
3019,0.0427221787765,6.0482048892e-21,0.000621159086926,0.116793144123,0.00183246145825,2.05161576796e-20,1.91318634025e-20
3020,2.07014243814e-20,6.0482048892e-21,1.23970808471e-20,0.0470270975073,0.00297178120086,2.05161576796e-20,1.91318634025e-20
3022,0.0148208540194,6.0482048892e-21,6.9128477658e-15,1.78245667447e-20,4.0283975975e-19,2.05161576796e-20,0.159999125737
3023,0.011219295635,0.00104285156845,0.0274266096436,1.78245667447e-20,1.97423095171e-20,0.0626506928382,0.00245901138941
3024,0.0227925563047,0.00262844662901,0.00474293388658,1.78245667447e-20,1.97423095171e-20,0.0278889079603,1.91318634025e-20
3025,0.00100729246196,6.0482048892e-21,1.23970808471e-20,0.0582754673414,1.97423095171e-20,0.000304367134832,1.72782567202e-15
3026,0.00996310756635,0.0399737726871,0.0448066796696,1.78245667447e-20,1.97423095171e-20,2.05161576796e-20,0.00018152654411
3027,0.114310669667,0.00516144427434,1.23970808471e-20,0.0015252948643,0.00294705786838,0.00495178697982,0.0185492291983
3028,0.00117282170749,6.0482048892e-21,0.00121008590484,1.40798974988e-17,6.85531025878e-06,0.0371040810018,1.91318634025e-20
3029,0.0113920339562,6.0482048892e-21,0.00661924065475,0.00041187455681,1.97423095171e-20,0.0363084178826,0.0232255085987
3030,0.262426687027,0.00421905525106,0.0114005739143,1.78245667447e-20,1.97423095171e-20,0.0111347508781,0.0154220138865
3031,0.0123077494759,0.153954241744,0.0266322129801,0.00620416203002,0.00271957935501,0.0131073282282,0.0362527550092
3032,2.07014243814e-20,0.00616685525213,0.0211865176141,0.011129371548,0.0908975938709,3.76375621381e-17,1.91318634025e-20
3033,0.021341842314,1.71332669073e-11,1.23970808471e-20,0.00896673156427,0.0042176513035,0.0102998343242,0.00326073454795
3034,2.07014243814e-20,0.104309215719,1.23970808471e-20,0.0448650164468,0.00502067349436,2.05161576796e-20,1.91318634025e-20
3035,0.0278409204286,0.00119694947626,1.23970808471e-20,0.0180490462351,0.123118526379,2.05161576796e-20,1.91318634025e-20
3036,0.0046580589938,6.0482048892e-21,0.00189874202281,1.78245667447e-20,1.97423095171e-20,0.00558745434878,0.0304116923509
3037,2.07014243814e-20,6.0482048892e-21,1.23970808471e-20,1.78245667447e-20,1.97423095171e-20,2.05161576796e-20,0.0486787446066
3038,0.000795349848152,0.0266318719037,0.00835829639524,0.00895883650904,1.97423095171e-20,0.0910005345444,0.0160262661536
3040,0.00124988562536,0.00691554237094,0.000456445188306,0.0165965513864,0.00159476883593,0.00159920073331,1.91318634025e-20
3042,2.07014243814e-20,0.00543472100755,0.214893313722,1.78245667447e-20,1.97423095171e-20,0.0413991951493,0.0256613932962
3045,2.07014243814e-20,0.00130299811605,0.000606232108679,0.00676857059172,0.000368669126634,2.05161576796e-20,1.91318634025e-20
3046,0.0116256183918,6.0482048892e-21,1.23970808471e-20,1.78245667447e-20,0.0110089744523,0.0340718640887,0.00374937565631
3047,2.07014243814e-20,0.0149548896206,0.000746375710947,0.132630043372,1.97423095171e-20,2.05161576796e-20,3.70479398574e-10
3048,0.0118298965058,6.0482048892e-21,1.23970808471e-20,1.78245667447e-20,1.97423095171e-20,0.0093055428302,0.122174889551
3049,0.0438130690942,0.0858128039465,0.0134010295227,1.78245667447e-20,1.97423095171e-20,2.05161576796e-20,1.91318634025e-20
3051,0.0509711932436,0.0199618821811,1.23970808471e-20,0.00789315857668,0.0201789778053,0.00910259570063,0.00745980347209
3052,2.07014243814e-20,0.0364875513291,0.00794380925207,0.00925872755344,0.0297036673163,2.05161576796e-20,1.91318634025e-20
3054,0.000258146595289,0.00239131358013,1.23970808471e-20,1.78245667447e-20,1.18820749846e-16,2.05161576796e-20,0.0238891644764
3055,2.07014243814e-20,0.111293221755,0.00620899020122,1.78245667447e-20,1.97423095171e-20,2.05161576796e-20,0.0291635114755
3056,2.07014243814e-20,0.000571687249669,1.23970808471e-20,0.130305519208,1.97423095171e-20,2.05161576796e-20,1.91318634025e-20
3057,2.07014243814e-20,0.00220756123592,1.23970808471e-20,0.0173185567509,0.00165345279165,2.05161576796e-20,1.91318634025e-20
3058,2.07014243814e-20,0.000654196031762,1.23970808471e-20,1.78245667447e-20,1.97423095171e-20,2.05161576796e-20,0.0716248532983
3059,2.07014243814e-20,0.000128168275902,1.23970808471e-20,0.0402667580469,0.00461343626203,2.05161576796e-20,1.91318634025e-20
3060,2.07014243814e-20,6.0482048892e-21,1.23970808471e-20,0.0275227893821,1.97423095171e-20,0.00019649405811,1.91318634025e-20
3062,0.0172244755732,0.050172168397,1.23970808471e-20,0.000435077481758,1.97423095171e-20,0.0110420435729,0.0316303817681
3063,0.0116289791061,0.0100407376834,0.00751755828729,0.0209475949259,0.0737144760042,0.0131561266312,0.0207991377356
3064,2.07014243814e-20,0.0122890669277,0.00835808866676,0.0507713667121,0.0704075182765,0.0981097537194,0.0108081495476
3065,0.00256004682584,6.0482048892e-21,1.23970808471e-20,1.78245667447e-20,1.97423095171e-20,0.0288319144105,0.00647141131738
3066,0.0020159981955,0.00104847356309,0.0752098772578,1.78245667447e-20,1.97423095171e-20,0.00224454927216,1.91318634025e-20
3067,0.00126834155781,0.0881329471848,0.0312962913347,0.0133413699561,1.97423095171e-20,0.00683646379007,0.0329767827116
3068,0.0183064020155,0.00718745001423,1.23970808471e-20,1.78245667447e-20,1.97423095171e-20,0.0974387365233,1.91318634025e-20
3069,0.0313865680282,0.0039205634754,0.00180357156212,0.00366526129795,0.0151143041736,0.138819636877,0.027489074259
3074,5.99311675086e-05,0.0153869684141,1.23970808471e-20,0.0312070304746,0.0355202326161,0.0158782873501,2.09234379715e-18
3075,0.00130813441425,0.0213176310259,1.23970808471e-20,0.0261801887428,0.00744558824003,0.0342211123349,0.0189439986308
3076,0.028830979316,0.0279758376587,1.23970808471e-20,0.0273536014636,0.0175899406833,0.000219708245848,0.00426768056501
3077,2.07014243814e-20,0.00123769021791,0.00221520841684,0.00454525435224,0.0137203157269,2.05161576796e-20,0.0191256896454
3078,2.07014243814e-20,6.0482048892e-21,0.00172317405514,1.78245667447e-20,1.97423095171e-20,0.0238277341092,1.91318634025e-20
3079,0.0295521629681,6.0482048892e-21,0.0225739309571,1.78245667447e-20,1.97423095171e-20,2.05161576796e-20,0.000851632029397
3080,0.00113221546596,6.0482048892e-21,1.23970808471e-20,0.011402793313,1.97423095171e-20,2.05161576796e-20,0.00118249446567
3081,0.00991597643218,6.0482048892e-21,1.23970808471e-20,0.00842020669342,0.0091392727843,2.05161576796e-20,0.0141657553027
3082,2.07014243814e-20,0.0439443623038,0.0216022792272,1.78245667447e-20,1.97423095171e-20,0.0502016874995,0.116910865591
