,0,1,2,3,4
3005,0.160440768033,0.00358084391385,0.0326669831496,0.00066285926681,8.1834956739e-21
3006,0.0279810905244,0.000204842561777,0.0221536716065,0.00140118992708,0.0245021517318
3007,0.0361688914059,2.76597052139e-20,0.0261243850346,0.00307109958767,0.00252238735264
3008,0.0481609530795,2.76597052139e-20,0.00368588187363,1.54748338188e-13,0.00795960017854
3010,0.0111519943678,2.76597052139e-20,5.4661404078e-21,0.00886483500489,0.000102052835207
3011,0.0130401711505,2.76597052139e-20,0.000870651876252,7.68976293426e-21,0.0347228707433
3014,1.2000552291e-20,0.391128117338,7.57822501313e-18,0.00688215513112,8.1834956739e-21
3016,1.2000552291e-20,0.00604426444176,5.4661404078e-21,0.122019588609,8.1834956739e-21
3018,0.0171633153474,0.000477406604951,0.00181629948214,7.68976293426e-21,0.0128497477715
3019,0.0628467388475,0.00139348111099,5.4661404078e-21,0.0179248034369,1.3373119222e-11
3020,0.0193204351605,2.76597052139e-20,5.4661404078e-21,7.68976293426e-21,0.00453394187392
3022,1.2000552291e-20,2.76597052139e-20,0.0976773115492,0.0125694784804,8.1834956739e-21
3023,0.00044834925968,0.0292346205886,0.0261849183037,0.0199378995703,0.00123895718474
3024,1.2000552291e-20,0.00792172246172,5.4661404078e-21,0.0458238035949,0.00258810108912
3025,0.00610279700467,2.76597052139e-20,5.4661404078e-21,7.68976293426e-21,0.0261745958472
3026,1.2000552291e-20,0.0521031207035,0.00277692740598,0.00870809828955,0.0238446611961
3027,0.00280994544346,2.76597052139e-20,0.0140886076295,0.0961992034666,0.00496583628468
3028,0.0110456145288,0.00536203471071,0.00286265936319,0.0104606096197,1.20491138146e-19
3029,0.00177383216247,0.00756489041406,0.0273009594939,0.0166781185389,3.9705738963e-15
3030,0.00280151043833,0.0111176941824,0.0122629431179,0.220723876557,0.00666086812559
3031,2.67556812264e-05,0.0245673074959,0.0427094826613,0.0129576443385,0.11405747037
3032,0.0609167713023,0.0230822115809,0.00194961664949,1.30148833663e-11,0.00485054940986
3033,0.00873424747328,2.76597052139e-20,0.00428420200393,0.0183885908398,0.0016158612273
3034,0.0175459141926,2.76597052139e-20,7.1359254342e-10,7.68976293426e-21,0.0953905992664
3035,0.087425985047,2.76597052139e-20,6.174696819e-16,0.025291642187,0.00139616405519
3036,1.2000552291e-20,0.00199221359085,0.0208644705156,0.0048932328913,8.1834956739e-21
3037,1.2000552291e-20,2.76597052139e-20,0.0296973733257,7.68976293426e-21,8.1834956739e-21
3038,1.2000552291e-20,0.00983616362496,0.0417101440388,0.0071138457308,0.0424239379753
3040,0.00288689940473,0.000551875165081,0.000145388665296,0.00162195996455,0.0134363032668
3042,1.2000552291e-20,0.202521021305,0.0308211578535,7.68976293426e-21,0.0112083038548
3045,0.000970477801684,0.000484998880783,5.4661404078e-21,7.68976293426e-21,0.00406324705448
3046,0.00951584176045,1.40031316303e-13,0.0150146117223,0.0151562173784,8.1834956739e-21
3047,0.00567724928104,2.76597052139e-20,5.4661404078e-21,7.68976293426e-21,0.0812404448222
3048,0.000869884811551,2.76597052139e-20,0.0787724141254,0.00951825617107,1.40817301666e-06
3049,1.2000552291e-20,0.0151942661943,0.00357883797767,0.0504796366865,0.0568800271423
3051,0.0118834684237,2.76597052139e-20,0.00628246851329,0.0547278241337,0.019608846537
3052,0.0217552989101,0.00926032670808,5.4661404078e-21,2.03525834348e-11,0.0320218943131
3054,1.2000552291e-20,2.76597052139e-20,0.0159983673844,0.00016338623126,4.90518225725e-07
3055,1.2000552291e-20,0.00707507061654,0.0253598142458,0.00148103972345,0.0813021160358
3056,0.0359586616942,2.76597052139e-20,5.4661404078e-21,7.68976293426e-21,0.0286438220145
3057,0.00515563636843,2.76597052139e-20,5.4661404078e-21,7.68976293426e-21,0.00650735260114
3058,1.2000552291e-20,2.76597052139e-20,0.0440783848181,7.68976293426e-21,8.1834956739e-21
3059,0.0171801316189,2.76597052139e-20,5.4661404078e-21,0.000177007258658,0.00478322427392
3060,0.0106724496367,2.76597052139e-20,5.4661404078e-21,7.68976293426e-21,0.00215561120286
3062,1.2000552291e-20,2.76597052139e-20,0.0298134478568,0.0182272570856,0.0331267809284
3063,0.0518713741328,0.0080089071959,0.0227185799011,0.00981614710411,0.0103193193038
3064,0.0873032665002,0.0192221528257,0.0332233581287,7.68976293426e-21,0.0132675891326
3065,0.000980277766812,0.000192711502905,0.0162054345519,0.00512760675083,8.1834956739e-21
3066,1.2000552291e-20,0.0646432677891,5.4661404078e-21,0.00294667479455,0.00460582506431
3067,1.2000552291e-20,0.0267248284374,0.0311568894262,0.00229015649376,0.0715621243039
3068,0.015581088954,0.000919926082922,0.014915056572,0.0507523534703,0.011284938013
