0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
6.49990568752,4.64571719653,8.40540759853e-21,8.40540759853e-21,8.40540759853e-21,8.40540759853e-21,8.40540759853e-21,8.40540759853e-21,8.40540759853e-21,12.0332029908,28.4965087273,72.5009759305,85.4784470282,81.7673949902,21.5758604348,21.4586939837,14.6898948584,9.92126450932,2.05491388655e-05,9.34828647469,8.55968764309,15.058302375,12.1079534358,19.7145931349
4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,5.11328102277,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.85031520736,3.76063836918
0.482236646978,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,5.55603607659,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,6.11963901739,12.2871502335,9.49994453644,5.24432310682e-21,10.148975442,5.59096124079,5.24432310682e-21,13.0272061043,9.84110908673,5.24432310682e-21,5.24432310682e-21,7.57417805553,5.24432310682e-21,5.24432310682e-21
1.02530511346e-20,3.47385201652,5.55416530892,4.27650264236,1.02530511346e-20,2.13521857929,1.80469632604,1.02530511346e-20,1.02530511346e-20,2.96389421228,27.1322193755,88.6484159153,41.2776702728,27.1612103603,6.74677299197,4.78619580885,8.79659668804,1.02530511346e-20,1.02530511346e-20,12.6979224808,12.220447154,5.18624098737,1.07540230844,2.9229149477
2.36780599876,8.46512042292e-21,8.46512042292e-21,1.51301330488,8.46512042292e-21,8.46512042292e-21,8.46512042292e-21,5.12964063043,37.2292727048,56.8134831117,28.128627296,49.8064481111,75.5848344774,28.5831266805,18.1237722122,20.7577588304,24.9688394163,34.6281748528,13.7709881498,6.31126171266e-09,6.86236720131,9.03713576724,1.17584047584e-12,3.39593157053
9.88802014033,6.98609370637,7.29456224937e-21,7.29456224937e-21,7.29456224937e-21,1.53087180086,6.14359739587,8.37941091753,7.29456224937e-21,16.9262635246,7.29456224937e-21,13.4423814827,2.3666065235,7.29456224937e-21,13.2403170813,10.9700382532,35.4536364229,8.37909221126,31.7163230197,6.52438524045,7.29456224937e-21,7.25338393669,11.1447191687,12.5003247455
4.89359969454e-21,4.89359969454e-21,4.89359969454e-21,4.89359969454e-21,4.89359969454e-21,4.89359969454e-21,12.1662949581,0.611606000534,6.08964904232,4.7489132342,3.58711022661,3.17494579535,8.52102970408,4.89359969454e-21,5.54198864746,4.89359969454e-21,4.89359969454e-21,4.89359969454e-21,4.89359969454e-21,4.89359969454e-21,2.52651443611,4.89359969454e-21,4.89359969454e-21,4.89359969454e-21
7.2802004887e-21,1.95287647756,7.2802004887e-21,7.2802004887e-21,1.03385394313,7.2802004887e-21,7.2802004887e-21,57.5435368613,3.63829987521,7.2802004887e-21,7.2802004887e-21,20.5128863972,8.04780149096,1.0836818554,27.6147851413,44.1446830698,28.6898388573,16.1104556662,37.7314024784,7.2802004887e-21,3.12310127449,2.62058931252,7.2802004887e-21,7.2802004887e-21
5.5446935254,8.81238697694e-21,2.53513247573,8.81238697694e-21,8.81238697694e-21,8.81238697694e-21,8.81238697694e-21,21.0207288916,37.0222740506,30.004650003,23.305057143,49.2467713749,58.5138901153,68.5593860185,83.2038531321,112.154026005,513.340543566,516.720813499,169.022223045,36.9353029873,10.3458521081,30.8693094327,13.7560962338,5.8589207979
4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,0.683921067998,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,1.1864978218,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,3.23807190988,4.38108313148,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,4.86849736999e-21,1.92905231069
13.1856871367,0.908075224823,3.55169913413,2.81988307691e-21,2.81988307691e-21,2.81988307691e-21,3.62110869462,2.89257911817,4.06528000626e-16,2.81988307691e-21,3.22988156677,16.2220201337,15.4062255407,9.96292905841,1.89467509966,21.6103514379,11.1150861794,11.0499204246,19.9322582477,10.3107883646,22.2226350397,25.1101251378,17.4793515111,7.15881019905
3.03756515715e-21,3.03756515715e-21,3.03756515715e-21,3.03756515715e-21,62.6051874136,3.03756515715e-21,3.03756515715e-21,2.324187757,3.03756515715e-21,26.7761706806,25.9785340061,31.9120862892,24.4560410673,18.1770100109,22.0503157496,1.44884986196e-20,35.7234263955,16.5387541991,23.2167929398,14.2542211873,15.0194774211,17.5253277301,3.03756515715e-21,6.63863962467
5.93867125398e-21,5.93867125398e-21,5.93867125398e-21,5.93867125398e-21,5.93867125398e-21,5.93867125398e-21,5.93867125398e-21,5.93867125398e-21,4.91076354824,4.29130692476,5.93867125398e-21,6.56890228428,5.93867125398e-21,0.0610889325807,5.93867125398e-21,3.77603083128,5.93867125398e-21,9.07562058561,5.93867125398e-21,5.93867125398e-21,5.93867125398e-21,5.93867125398e-21,2.56149435934,5.93867125398e-21
4.90308364378e-21,4.90308364378e-21,4.90308364378e-21,4.90308364378e-21,4.90308364378e-21,4.90308364378e-21,4.90308364378e-21,4.90308364378e-21,4.90308364378e-21,4.90308364378e-21,4.90308364378e-21,4.90308364378e-21,3.93059265289,4.90308364378e-21,4.90308364378e-21,1.72678530026,4.90308364378e-21,6.05334729805,9.89837480394,22.5941525515,1.90031946665,4.90308364378e-21,4.90308364378e-21,1.63287098092
4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,0.845824326744,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,4.22508447211e-21,11.2587421442,1.67695544023,6.22250683476,3.08905954497,4.22508447211e-21,1.7635934046,4.22508447211e-21
2.834422598e-21,2.834422598e-21,1.10161291701,2.834422598e-21,2.834422598e-21,22.2755445134,52.5110201968,124.093436054,245.586934591,65.0361275342,15.7723750909,7.12390117874,13.3305063978,3.47737161834,5.16039809502,12.2857331901,27.6636287509,3.2468503686,1.25072659681,13.701139466,17.3044423183,2.86709517753e-14,3.2027777795,2.834422598e-21
4.2167659946e-21,1.78664004667,1.98784896342,4.2167659946e-21,2.85854699683,11.8184937815,4.2167659946e-21,4.2167659946e-21,4.2167659946e-21,0.524689109018,3.31712501052,4.2167659946e-21,6.16505655068,0.0414871124595,5.08754481675,14.9076397936,4.2167659946e-21,3.67096064683,4.2167659946e-21,4.2167659946e-21,20.9776997978,4.2167659946e-21,2.40845477335,0.00364109224448
5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.42761466171,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,1.93523886217,8.08936132534,1.81043244487,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21,5.10422395555e-21
2.15744901973,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,5.24432310682e-21,9.67228978003e-13,0.145706540437,5.24432310682e-21,23.5786458172,5.24432310682e-21,6.58949478641,5.24432310682e-21,16.3015156175,5.24432310682e-21,5.24432310682e-21,0.569436256735,9.18736221588e-15,5.24432310682e-21,0.647771668215
3.07026895127,8.34232265389,2.35581964789,3.42510814905,3.03756515715e-21,1.09976244414,3.10484205452,8.86036917493,3.03756515715e-21,15.7589187941,12.6493960064,3.03756515715e-21,20.002915541,24.0991497626,20.1511278479,6.45064070703,3.37255320261,53.4615566703,22.9148830896,10.0990771177,20.4176291117,23.7311003008,2.18293811978e-06,3.03756515715e-21
57.2085501513,19.294745407,21.2062666638,2.51391778352,3.27205129868e-21,3.27205129868e-21,50.2643844672,57.825842647,65.3451069932,81.7741044467,102.97358785,127.5815204,220.613299879,220.850495366,190.58799458,216.956306702,180.107647661,124.758328438,182.64530679,174.983965399,155.409480571,147.081263885,108.846922433,71.033679596
16.1593015347,6.39710952151e-21,6.39710952151e-21,6.39710952151e-21,2.50611839089,6.39710952151e-21,6.39710952151e-21,6.39710952151e-21,3.94692569208,6.39710952151e-21,3.72377038285,6.39710952151e-21,97.0962672194,13.1934716418,18.6659978878,9.98350442964e-17,6.39710952151e-21,26.3984887942,2.94216003252,0.703654377395,5.07706796617,6.39710952151e-21,11.2681484112,6.39710952151e-21
5.2815792828e-21,3.94668779429,5.2815792828e-21,5.2815792828e-21,5.2815792828e-21,5.2815792828e-21,5.2815792828e-21,5.2815792828e-21,18.9982213773,5.2815792828e-21,7.64874740945,5.2815792828e-21,5.84470653318,24.9478908024,5.2815792828e-21,5.2815792828e-21,40.8839211022,12.7601986379,5.2815792828e-21,8.03137874395e-18,5.2815792828e-21,5.2815792828e-21,39.0306924569,5.2815792828e-21
4.88398642425,4.55124167508e-21,4.55124167508e-21,4.55124167508e-21,3.85340792543,11.6753405255,4.55124167508e-21,4.55124167508e-21,4.55124167508e-21,2.49056931311,2.52172042736,4.55124167508e-21,21.0914874232,27.706634279,24.3864293781,9.02669742084e-11,35.1809908561,61.9319502997,37.5511148049,0.602916595996,26.8477540969,35.4761766398,20.5512819784,12.1364071364
1.48603355348,3.05322706279e-21,1.64453116063,1.47240716492,3.05322706279e-21,3.05322706279e-21,3.05322706279e-21,3.05322706279e-21,0.121775020849,3.05322706279e-21,8.1858083933,18.7949393604,30.0110369606,49.3440162188,17.6192142051,1.06953579891e-18,10.2491998654,0.00017973804705,3.64602658706,3.05322706279e-21,3.05322706279e-21,11.9192212232,6.41025143836,3.05322706279e-21
6.54353403625,4.54228104915e-21,4.54228104915e-21,6.13796288472,1.65441665831,10.0408564351,20.4612157544,5.64606443899,4.54228104915e-21,23.863700804,33.7644650073,65.5700618663,85.3517879731,74.3861129183,46.6184499991,43.7426885595,31.7581301272,58.380191945,57.8676870815,28.8083746588,13.2031382082,9.82387144674,6.52056468577,16.6375109125
1.51168322221,5.49824670697e-21,5.49824670697e-21,5.49824670697e-21,1.35301982051,0.183150736128,5.49824670697e-21,5.49824670697e-21,5.49824670697e-21,5.49824670697e-21,5.49824670697e-21,5.49824670697e-21,5.49824670697e-21,5.49824670697e-21,6.52901295026,4.6464661677,12.4634889135,2.28851587816,8.82964426137,5.49824670697e-21,5.49824670697e-21,5.49824670697e-21,5.49824670697e-21,4.89548657661
1.02530511346e-20,1.02530511346e-20,1.02530511346e-20,1.02530511346e-20,1.02530511346e-20,1.02530511346e-20,5.10011679935,1.02530511346e-20,22.1105890457,16.5472632662,10.8683703684,32.0674149143,56.5475196172,81.4238259747,53.299851636,23.3814283369,8.18995579815,1.02530511346e-20,8.42009075015,11.4190738012,1.02530511346e-20,3.88494372538,1.02530511346e-20,6.32456662154
