,0,1,2,3,4
72,0.012147962529552752,0.006003261504612755,6.533722038994219e-05,5.489626647509374e-20,0.009221207245910577
137,0.0007723831536245104,9.923118945833628e-05,0.0034478434843957266,0.002081458538689822,0.022301585315476574
153,0.007759317790268362,4.296746178828011e-20,0.002607596781440388,0.0006675778390079842,0.020198903741093566
164,0.004840017898094643,4.296746178828011e-20,4.459861457541377e-20,0.00876954875289547,0.013181840674001142
173,0.014075636179047784,0.0019419798296885682,0.005011044714043447,0.00023238454652551617,0.0259853010511204
228,0.0032960568081796563,1.2033681559775109e-09,0.0001825422046861408,0.0031218553066824813,0.01776412928864689
267,0.012044451919475504,4.296746178828011e-20,0.0010122509916273368,5.489626647509374e-20,0.004717410050482094
281,0.00261876322764929,0.003491543690964195,0.05034597701717412,3.411818131459914e-14,0.018644138295766645
305,0.007395302372885754,0.0005899210320803484,0.0024443580119826703,0.01394290882416875,0.020017462736521507
352,0.00302352190707113,0.001188317931165415,0.0039028123850467027,0.0005052422256367848,0.007885040201974617
359,0.024993685080438116,4.296746178828011e-20,4.459861457541377e-20,0.006823724288403894,0.061838719555212855
367,0.001228546791347122,4.296746178828011e-20,4.459861457541377e-20,0.009888953502674628,0.03866435766418752
385,0.009084360272198054,4.296746178828011e-20,0.00050827785382432,0.015395259087724518,0.00616494348305045
422,0.008543743760258274,0.011506925424243255,0.0011189209608038085,0.00020192709629610878,0.006359984573896844
423,0.013218004896166362,0.006073488671447488,9.262852030246731e-05,4.213227029586805e-05,0.004973267286179605
440,0.0050971236326106326,1.146791996167831e-10,4.459861457541377e-20,0.006882321247761375,0.013987292896902563
441,0.009147506826466614,4.296746178828011e-20,0.00024524496868213915,0.012225989692667047,0.0035891110310362568
447,0.01922126876330866,0.003656110007764095,0.0034211827124012,5.489626647509374e-20,0.014558269943746415
448,0.01762815052930476,0.0008110874268078188,4.459861457541377e-20,5.625259200235771e-18,0.005266668101607204
449,0.013684565597140012,0.0061413815940431805,0.00035673361103069054,2.5347650097342877e-06,0.004689888570449462
450,0.02609145100624906,0.0034770843771311966,0.0001714771091561663,5.489626647509374e-20,0.01790749548190892
454,0.00676696694221393,4.296746178828011e-20,6.882735226137774e-05,0.008122381438886465,0.0032372726368792362
455,0.0017728524999508653,4.296746178828011e-20,9.31086087860779e-05,0.006883303739098848,0.009669308942849963
456,0.002827223825529136,4.296746178828011e-20,0.0043178453955702795,0.004212640460488913,0.0174370554521174
457,0.011076305184296762,0.013478975363829766,0.02715721000788995,0.0027069980253608327,0.020512581777238383
468,0.0170910632689638,0.007322505401882162,0.004886904390416627,0.0007739069012906546,0.03341222246807608
469,0.00865500883015196,0.005754123695536869,0.002907351042970428,5.489626647509374e-20,0.02647055449930228
477,0.050874746603639644,0.0007470849895279071,0.0012185450457523938,5.489626647509374e-20,0.017139025195820768
478,0.023231378892568138,0.0014409862383716646,1.9225932626958232e-05,5.489626647509374e-20,0.004874469328243996
479,0.029877502665912888,0.007523196780686868,0.002060869751849098,0.0005829940336557428,0.008177585768314798
480,0.02051715724301293,0.0027277670171106786,4.459861457541377e-20,5.489626647509374e-20,0.00828061049679726
484,0.012722448226042824,0.0005696695861544183,0.0012991906936079942,0.00032238929479446376,0.02326348926161346
488,0.02245156067292613,0.0028349831301691325,0.0006842133837548396,5.489626647509374e-20,0.006741509404846381
490,0.05633199326483555,0.00111894298705954,4.459861457541377e-20,5.489626647509374e-20,0.015366172226707869
492,0.03438297467269386,4.296746178828011e-20,4.459861457541377e-20,0.0023234405754135336,0.004997699339088541
493,0.009322622171188857,0.000542905090408603,0.0031379435946659864,5.489626647509374e-20,0.015884420016389515
495,0.019270237347749658,0.002345442235732999,0.00044850673269143914,5.489626647509374e-20,0.008245894335887264
499,0.008391297030835873,0.025372858659904195,0.03122511380008704,0.0032996557440166277,0.012080849167426314
500,0.009261730438894,0.004015107135166463,0.005327336988899256,5.489626647509374e-20,0.026117331657937042
501,0.01919515824050184,4.296746178828011e-20,4.459861457541377e-20,0.0038420998219881506,0.0007775686997294112
508,0.00955746213952678,0.005854230561581875,0.00010064901197721328,5.489626647509374e-20,0.0126277732119394
513,0.01697614108689832,0.003584229194159369,4.459861457541377e-20,5.489626647509374e-20,0.010841371175435212
514,0.019567002580091628,0.026482780461424285,0.0009582784899771416,5.489626647509374e-20,0.0061610506180544145
515,0.023093607423143012,0.002996308571224139,1.225730691289806e-07,5.489626647509374e-20,0.003957627077452465
516,0.0011033839798676504,4.296746178828011e-20,4.459861457541377e-20,0.0058250414378817695,0.007456640166868333
520,0.001040675478848951,0.000367222334439308,0.0049429519857754406,0.0010671032866178467,0.06600246982828321
522,0.003617825855276762,4.296746178828011e-20,0.0008123975957188266,0.0035690409252049234,0.016438252388387184
524,0.01014932667560759,3.232010307104158e-17,0.0015542498112466304,0.0002583422564304477,0.033526337579895725
525,0.0036797267658930173,0.008013537501220105,4.459861457541377e-20,5.489626647509374e-20,0.00903759006929509
529,0.02864770631589607,0.0027364952576442,0.0004843776223719798,5.489626647509374e-20,0.00696022614501103
530,0.010351056888715354,0.011721812987689382,4.459861457541377e-20,5.489626647509374e-20,0.008671098388996181
2006,0.0005689309256371693,0.005175445823065755,0.10841753965029485,0.00044077075934189654,0.011016672927466734
2017,0.003488413927970793,4.296746178828011e-20,8.102219049685936e-12,0.004274798684144672,0.008657044517542909
2021,0.024376703594623426,0.005348812388575856,0.0021869551243009116,0.00034577670502434956,0.009720260124818894
2022,0.00041314540493797276,4.296746178828011e-20,6.219943055899062e-05,0.007263132017581144,0.0022719043682147594
2023,0.0007970750875566873,4.296746178828011e-20,0.001121546997097661,0.004737177556050858,0.01219941223855078
3131,0.0005081153445089591,0.0008268376627697873,0.0010776056630299425,0.013107053813853036,0.0015168514176650016
3132,0.0020300402311001923,0.001282495737481871,0.006945430169983191,0.0028998098773247837,0.012564091942370388
3134,0.0011963231447022233,4.296746178828011e-20,0.0016479425423265419,0.021431747137520437,0.004873357414717474
3135,0.006058883888794279,0.0022069380629178895,0.0016678971904099229,0.0170351172869185,5.023319604899055e-20
3137,0.000620593649102121,0.0007579147200019615,0.06533191499272106,0.0009725586770901491,0.0037068178751722297
3139,0.0015799286592269647,0.0041944785708699145,0.008787088633422178,0.008002615980797342,0.0017750309736158038
3140,0.007405429477104635,0.0007785973601567981,0.0023736739016527652,0.037190111020741844,5.023319604899055e-20
3141,0.0024304762383559847,4.296746178828011e-20,0.0004342414141520272,0.05798829278552074,0.018709303205271387
3142,0.0057687101366277705,4.296746178828011e-20,0.0009151913763865478,0.0319824092106489,0.0015177848426028038
3143,1.7408563635737576e-16,0.000661854120571259,0.05389562054877588,0.0034661520575692936,0.001570027138573075
3144,0.0014342445721321352,0.0006183869422710904,0.003705442185433168,0.0065568494590757705,0.00024821388823725475
3145,0.0035453959094667704,0.0044700483471979925,0.006651767961898133,0.012634306175493487,0.00029783602957157826
3146,0.00258579489433904,0.0018659269859006775,0.002487850262843898,0.015925901820902946,3.0837063139588355e-05
3147,0.00012099223894879101,0.0014381295519370816,0.001988685210247196,0.05265838949121156,0.00032309602411309307
3148,0.002769814990050305,0.0004941270378961077,0.0013896704672528883,0.02063305761003203,5.023319604899055e-20
3150,0.00034756969929703683,4.296746178828011e-20,0.0004421015538543014,0.023014581877465592,0.0005592342816766539
3151,0.002147632306534224,0.0003245817197206119,0.0004977031855033606,0.023414067338962764,4.626938097461925e-12
3152,0.001634355565631292,0.0012745805820089688,0.0021111152589490716,0.008830714080296573,0.0008733965823790443
3153,0.001845972734373358,0.0025807803528080705,0.0018684108837744898,0.008356571760621309,0.0003737278553974886
3154,0.000484011490316938,0.0001956060017761389,0.00011156414868716206,1.807055522435996e-05,0.000788285200457775
3155,4.034472900856973e-20,0.0008355013856615067,0.0022216954968831137,0.03337374054137768,0.003379500079821111
3156,0.0007629171433382973,0.002846708276039258,0.0040266089689737225,0.04269889958424207,0.008996067744714852
3157,0.00031715193246144866,4.296746178828011e-20,0.0008148363437633277,0.012879638591945242,5.806035235667114e-05
3158,0.009355478391519064,0.022629254346272783,0.007229807795834324,0.0010751779592820163,0.007360666611772319
3159,0.007276062021170002,0.026893320535229852,0.004553581380146396,0.0014568296242550409,0.00385307867207438
3160,0.002418549153344877,0.005356375353126946,0.03788223063283559,5.489626647509374e-20,0.00023504389010203173
3161,0.003449677800252566,0.022731401026529683,0.005491389834770199,0.0008312935325419444,0.0006153456201555124
3162,0.0009126146636007925,0.02071037423730824,0.00047468379903529084,0.0011109282533299804,0.0006047285156739018
3163,0.006329713988870755,0.009064336142577917,0.036889486676627496,0.002672048728814307,0.002057584337810609
3164,0.0071656234968347195,0.030480869983711613,0.011433169031896609,0.006981208781170854,3.073635905638273e-19
3165,0.006678143367193052,0.0032441819606811285,0.06567857772455678,0.00296251522278991,5.023319604899055e-20
3166,0.0018437769360489002,0.01770672260735507,0.0010899876873254593,0.0008255706981763105,0.00048324962151520735
3167,0.004900076549081488,0.05128752961385872,0.004149179875415529,0.0033942150941816632,0.0002281882766963045
3168,0.0003551811134351092,0.000808641720001265,0.004346514161990584,0.0007729596048514943,5.023319604899055e-20
3169,1.7938734206846514e-05,0.0190075528242956,0.0004909529533907658,0.000198601257684404,0.00032532887047959883
3170,0.0018306080651847583,0.02977470381893665,0.00624599609075442,0.003310101963090289,5.023319604899055e-20
3171,0.0011667370291970386,0.027650058681115593,0.00260581805439316,0.0009975755594308193,5.023319604899055e-20
3172,0.002256200923465026,0.012080970996189579,0.0017119158431139106,0.00219739140913553,0.0002179179868977412
3173,0.0038191311442660795,0.02110913812483707,0.0004778285520585678,2.6927031378379094e-05,0.0007923989937004928
3175,0.007347388538163309,0.025576665871199653,0.0012225088830818125,0.0005585752855825557,0.0012091382338119201
3176,0.006874080032979186,0.01800944749543065,0.0005405000614484832,5.489626647509374e-20,0.0011451478159579928
3177,0.002230086727314023,0.022135010382039827,0.0018679963130504658,0.0012412326020485144,5.023319604899055e-20
3178,0.0015133803236748607,0.012200368019658854,0.0007129966291540961,5.489626647509374e-20,3.2089576411814315e-19
3223,0.002930720171709512,4.296746178828011e-20,5.432103452231865e-07,0.004190348320848376,0.019662193446342343
3226,0.0038721631086938045,0.0104175822197453,0.023888382438015426,0.0022126837834953745,5.023319604899055e-20
3230,0.03477904653203745,0.000533997080999872,4.459861457541377e-20,0.00024334747018497433,0.0006466145157183445
3231,0.00178849424933519,0.0020325751251898034,0.0038396759497771426,0.00744159462693829,0.0045196313318679494
3233,0.015347044904731402,0.0003201710599178051,0.004848163502826115,5.489626647509374e-20,0.02736833037242191
3235,0.0029739099655837885,1.4534608744304676e-05,0.00042194232905649887,0.00014345563358712833,0.01236396888417062
3236,0.03955155695821247,0.0009806992516982454,4.459861457541377e-20,5.489626647509374e-20,5.023319604899055e-20
3238,0.002990440484282811,0.0007537722402391257,0.0007484421313713694,0.01574088464223491,5.023319604899055e-20
3243,0.003846673633004871,4.296746178828011e-20,0.0003163450320608956,0.011637867757484125,0.0005144317900814208
3264,4.034472900856973e-20,0.001344379723122758,0.005636917343382685,0.008363344714727309,0.010580966579172664
3282,4.034472900856973e-20,4.296746178828011e-20,0.0700321415707172,0.0011814761770714513,8.65128798009398e-05
3283,0.0010143535175850876,0.010085172545418561,0.002953344348855523,0.0006047013661918497,5.023319604899055e-20
3284,0.001962851736441781,0.0024733516418075853,0.002532557691570238,0.008478351750583483,0.0003392979357547412
