,0,1
3005,0.0892371250109,0.00237668247738
3006,0.0174030209118,0.0205147990766
3007,0.0299731103687,0.00219426588036
3008,0.0221711400759,0.00589289980915
3010,0.0073087215202,2.16122779707e-20
3011,0.00541367598881,0.0172162630458
3014,0.00701473541936,0.0946942984853
3016,0.0308871897571,0.000360439689468
3018,0.00675260658668,0.00862908505368
3019,0.0334026683123,1.12293941687e-11
3020,0.00865462505702,0.00230595433965
3022,0.0345241702096,0.0244372069715
3023,0.011133948101,0.0177825271152
3024,0.00998787422201,0.00486094636781
3025,0.00180881362452,0.0132729287268
3026,0.000818232702691,0.0280081760391
3027,0.0301619963202,0.00486142619619
3028,0.00903100559024,0.00147326927253
3029,0.0155687400511,0.00638224515028
3030,0.0614049466161,0.00643315770626
3031,0.0132470091609,0.0741565678553
3032,0.0282146007914,0.00903139140023
3033,0.0112535165707,5.36703906685e-05
3034,0.00641687725302,0.0458403675896
3035,0.0464913240409,0.000218034852458
3036,0.00917141281243,0.0041251118049
3037,0.0121262532846,0.00413139445927
3038,0.0150597546332,0.0326036296086
3040,0.00158560896942,0.00657612011141
3042,0.000344043951296,0.0777349208391
3045,0.000291573720502,0.0021860689926
3046,0.0158254961848,2.16122779707e-20
3047,0.00138730131684,0.0388387790237
3048,0.0251819181691,0.0234413697156
3049,0.0107246069183,0.0345645152267
3051,0.0244831506672,0.0059490302738
3052,0.0103839734089,0.0165345097578
3054,0.00550996204614,0.00359105413401
3055,0.00129355357931,0.0547885750905
3056,0.0188139919573,0.0100891904561
3057,0.00221245023264,0.0031714325711
3058,0.0128492225902,0.0127468236697
3059,0.00827312549784,0.00170971050481
3060,0.00442213716203,0.00157432717034
3062,0.00934572534877,0.0287315614699
3063,0.0345020751772,0.0111192651288
3064,0.0483973674198,0.02221189861
3065,0.00913704953459,0.00125944764757
3066,0.000465186176368,0.019227912965
3067,0.00424511840158,0.055730204442
3068,0.0283362318046,0.00406425924285
3069,0.0476080393032,0.0137981095314
3074,0.0162072047214,0.0122740167049
3075,0.0170758316827,0.0155422679982
3076,0.0205432643701,0.00794531505696
3077,0.00949211280516,0.00301477772967
3078,0.00427720206073,0.00292443852059
3079,0.00595628766235,0.00612148902839
3080,0.00238272123592,0.000702445063287
3081,0.00846434008071,0.00324875363269
3082,0.0153430308498,0.066730670315
