"start_time","end_time","start_station_id","end_station_id","start_lat","start_lon","end_lat","end_lon"
"10/3/2016 10:21","10/3/2016 10:24","3042","3016",34.049301,-118.238808,34.052898,-118.241562
"10/3/2016 10:21","10/3/2016 10:27","3007","3069",34.05048,-118.254593,34.05088,-118.248253
"10/3/2016 10:22","10/3/2016 10:28","3079","3082",34.05014,-118.233238,34.04652,-118.237411
"10/3/2016 10:34","10/3/2016 11:26","3022","3018",34.04607,-118.233093,34.043732,-118.260139
"10/3/2016 10:36","10/3/2016 10:41","3067","3076",34.045181,-118.250237,34.0406,-118.253838
"10/3/2016 10:41","10/3/2016 10:47","3038","3046",34.046822,-118.248352,34.05302,-118.247948
"10/3/2016 10:43","10/3/2016 10:48","3034","3005",34.042061,-118.263382,34.04855,-118.259048
"10/3/2016 10:45","10/3/2016 10:51","3034","3005",34.042061,-118.263382,34.04855,-118.259048
"10/3/2016 10:45","10/3/2016 10:48","3025","3056",34.03286,-118.268082,34.03746,-118.265381
"10/3/2016 10:45","10/3/2016 11:09","3082","3052",34.04652,-118.237411,34.051102,-118.264557
"10/3/2016 10:49","10/3/2016 11:03","3048","3014",34.041691,-118.235352,34.05661,-118.237213
"10/3/2016 10:51","10/3/2016 10:57","3014","3069",34.05661,-118.237213,34.05088,-118.248253
"10/3/2016 10:56","10/3/2016 11:28","3016","3016",34.052898,-118.241562,34.052898,-118.241562
"10/3/2016 10:58","10/3/2016 11:06","3024","3062",34.05772,-118.24897,34.047749,-118.243172
"10/3/2016 11:04","10/3/2016 11:18","3031","3045",34.044701,-118.252441,34.028511,-118.256668
"10/3/2016 11:04","10/3/2016 11:16","3031","3045",34.044701,-118.252441,34.028511,-118.256668
"10/3/2016 11:07","10/3/2016 11:16","3064","3005",34.04681,-118.256981,34.04855,-118.259048
"10/3/2016 11:08","10/3/2016 11:13","3068","3064",34.0532,-118.250954,34.04681,-118.256981
"10/3/2016 11:08","10/3/2016 11:18","3033","3042",34.040989,-118.255798,34.049301,-118.238808
"10/3/2016 11:09","10/3/2016 11:12","3005","3064",34.04855,-118.259048,34.04681,-118.256981
"10/3/2016 11:09","10/3/2016 11:25","3011","3064",34.04113,-118.267982,34.04681,-118.256981
"10/3/2016 11:19","10/3/2016 11:31","3068","3006",34.0532,-118.250954,34.04554,-118.256668
"10/3/2016 11:23","10/3/2016 11:30","3024","3068",34.05772,-118.24897,34.0532,-118.250954
"10/3/2016 11:25","10/3/2016 11:31","3007","3052",34.05048,-118.254593,34.051102,-118.264557
